Protein,Drug,ED,MD,WC,WQ,WG,YH,AI,FL,EM,TM,CW,EW,FW,MY,CV,NH,NF,MATS3c,MATS5v,GATS2c,GATS5c,nBase,Kier1,nAtomP,MLFER_BO,MPC6,nFRing,nF8HeteroRing,RotBtFrac,GGI6,JGI10,JGT,MWC9,WPATH,'Class Label'
hsa_7225,D00649,0.008602,0.001075,0,0,0,0,0.008602,0.004301,0.002151,0.002151,0,0.001075,0.002151,0,0.001075,0.001075,0,0.625614,0.740178,0.266549,0.535804,0.6,0.138635,0.7,0.813994,0.084906,0,0,0.444444,0.075868,0,0.649424,0.552278,0.01046,Interactive
hsa_3758,D00335,0,0,0,0,0.002564,0.002564,0.005128,0.010256,0,0,0,0,0,0,0.005128,0.002564,0.007692,0.559006,0.82656,0.255218,0.578458,0,0.354376,0.65,0.587115,0.220126,0,0,0.305556,0.265082,0.57126,0.467783,0.703367,0.101447,Interactive
hsa_773,D02914,0.006181,0.002208,0,0.000442,0.000442,0.000442,0.003974,0.004857,0.004857,0.000883,0,0.001766,0.000442,0.001766,0.001325,0.000442,0.002208,0.682544,0.740178,0.267758,0.445669,0,0.331196,0.55,0.554555,0.345912,0,0,0.497126,0.365021,0.321555,0.318716,0.765662,0.054081,Interactive
hsa_55879,D00499,0.006339,0.00317,0,0,0.001585,0.001585,0.004754,0.006339,0.001585,0.001585,0,0,0.00317,0.001585,0,0,0.001585,0.302478,0.603445,0.163461,0.485726,0,0.15575,0.4,0.322134,0.100629,0,0,0.414063,0.037782,0,0.742595,0.654677,0.011351,Interactive
hsa_3757,D00294,0.002591,0.001727,0,0,0.001727,0.000864,0.003454,0.006045,0,0,0,0,0.001727,0.001727,0.000864,0.001727,0.002591,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_6337,D00512,0.001497,0.001497,0,0.001497,0.001497,0,0.001497,0.001497,0.001497,0.001497,0,0.002994,0.001497,0.002994,0,0,0.001497,0.475011,0.673317,0.179462,0.502528,0.4,0.153974,0.3,0.618982,0.207547,0,0,0.107143,0.104814,0,0.317891,0.735649,0.017859,Interactive
hsa_2566,D00293,0.004292,0.006438,0,0,0,0,0.002146,0,0,0.002146,0,0,0.002146,0.002146,0,0,0.002146,0.696871,0.740178,0.268818,0.345904,0,0.170441,0.85,0.415656,0.257862,0.015152,0,0.100379,0.182866,0,0.276866,0.694523,0.021098,Interactive
hsa_1137,D02207,0.003195,0,0,0,0,0,0.001597,0.00639,0,0.004792,0,0.003195,0.003195,0,0.003195,0,0,0.824235,0.837119,0.458883,0.43552,0.6,0.489716,0.75,0.206096,0.798742,1,0,0.142157,0.755637,0.534849,0.453057,0.925671,0.186492,Interactive
hsa_2891,D00775,0.002268,0,0,0.001134,0.002268,0.001134,0.003401,0.003401,0.002268,0.002268,0,0.001134,0,0.001134,0.001134,0.001134,0.001134,0.520836,0.606828,0.097668,0.472783,0,0.111442,0.55,0.322134,0.125786,0.015152,0,0.348958,0.115461,0,0.692239,0.59847,0.010489,Interactive
hsa_2559,D00293,0,0.006637,0,0,0,0.002212,0,0,0.002212,0.00885,0,0,0.002212,0,0,0,0.004425,0.696871,0.740178,0.268818,0.345904,0,0.170441,0.85,0.415656,0.257862,0.015152,0,0.100379,0.182866,0,0.276866,0.694523,0.021098,Interactive
hsa_6331,D00533,0.005462,0.002979,0.000497,0,0,0.000497,0.002979,0.005958,0.003972,0.00149,0.00149,0.000497,0.000497,0.00149,0.002483,0.000497,0.003972,0.492714,0.59668,0.156691,0.568769,0,0.153974,0.9,0.344302,0.261006,0.045455,0,0.05754,0.100278,0,0.203408,0.709845,0.017146,Interactive
hsa_3758,D00336,0,0,0,0,0.002564,0.002564,0.005128,0.010256,0,0,0,0,0,0,0.005128,0.002564,0.007692,0.68517,0.740178,0.260553,0.318051,0,0.388155,0.65,0.512297,0.238994,0,0,0.345238,0.265082,0.497055,0.481032,0.731442,0.118325,Interactive
hsa_3736,D03830,0.004049,0,0,0,0,0.002024,0.010121,0.002024,0,0.002024,0,0,0.002024,0.002024,0.002024,0,0.004049,0.82656,0.786411,0.465108,0.43132,0.4,0.320671,0.45,0.491514,0.380503,0.015152,0,0.327957,0.407153,0.381036,0.384784,0.764028,0.061243,Interactive
hsa_2569,D00293,0.004184,0.004184,0,0,0.002092,0,0.004184,0.008368,0.002092,0.004184,0,0,0.002092,0,0,0,0.002092,0.696871,0.740178,0.268818,0.345904,0,0.170441,0.85,0.415656,0.257862,0.015152,0,0.100379,0.182866,0,0.276866,0.694523,0.021098,Interactive
hsa_1136,D05453,0.003968,0,0,0,0,0,0.005952,0.009921,0,0.005952,0,0.001984,0,0,0,0,0.001984,0.693474,0.689137,0.591828,0.368913,0.4,0.137575,0.3,0.064773,0.176101,0,0,0.0625,0.087751,0,0.0674,0.678484,0.015838,Interactive
hsa_6334,D02086,0.005676,0.00258,0.000516,0,0,0.000516,0.003096,0.006192,0.001548,0.001032,0.001032,0.000516,0.000516,0.001548,0.00258,0.000516,0.003612,0.843632,0.713968,0.456122,0.508234,0.4,0.172873,0.45,0.204018,0.072327,0,0,0.571078,0.128885,0,0.483476,0.537758,0.016046,Interactive
hsa_6340,D00775,0.003086,0,0,0.003086,0,0,0.001543,0.001543,0.001543,0,0,0.00463,0,0.001543,0.001543,0,0.003086,0.520836,0.606828,0.097668,0.472783,0,0.111442,0.55,0.322134,0.125786,0.015152,0,0.348958,0.115461,0,0.692239,0.59847,0.010489,Interactive
hsa_1137,D00726,0.003195,0,0,0,0,0,0.001597,0.00639,0,0.004792,0,0.003195,0.003195,0,0.003195,0,0,0.657776,0.740178,0.263442,0.277601,0.4,0.224279,0.55,0.420159,0.116352,0,0,0.635417,0.113955,0.5,0.486142,0.593019,0.026328,Interactive
hsa_2554,D00547,0.006593,0.004396,0,0,0,0,0,0,0,0.006593,0,0.002198,0.002198,0,0,0,0,0.693734,0.822292,0.350864,0.179814,0,0.120303,0,0.047454,0,0,0,1,0,0,0.949171,0.496332,0.005111,Interactive
hsa_786,D00349,0.004525,0.00905,0,0,0,0,0.00905,0.004525,0,0,0,0,0,0,0.004525,0,0,0.568569,0.683129,0.287489,0.760278,0,0.287056,0.55,0.59716,0.389937,0.015152,0,0.353448,0.374399,0,0.369176,0.796526,0.046861,Interactive
hsa_27092,D00618,0.006135,0.003067,0,0,0,0,0.009202,0.006135,0,0.003067,0,0,0,0.003067,0,0.006135,0,0.637648,0.69384,0.297732,0.814175,0,0.331196,0.55,0.416003,0.339623,0,0,0.461207,0.480195,0.213781,0.444653,0.774572,0.053428,Interactive
hsa_55799,D00618,0.002752,0,0,0.000917,0,0,0.004587,0.004587,0.000917,0.001835,0,0.001835,0.000917,0.000917,0,0.000917,0.001835,0.637648,0.69384,0.297732,0.814175,0,0.331196,0.55,0.416003,0.339623,0,0,0.461207,0.480195,0.213781,0.444653,0.774572,0.053428,Interactive
hsa_2560,D00550,0,0.004228,0,0,0,0,0.002114,0.004228,0.002114,0.008457,0,0,0.002114,0.004228,0,0,0,0.693973,0.740178,0.262007,0.35595,0,0.197082,0.95,0.661933,0.36478,0.045455,0,0.11859,0.282196,0,0.268179,0.771043,0.03028,Interactive
hsa_3359,D00451,0.00207,0.00207,0,0.00207,0,0,0.004141,0.008282,0.00207,0,0,0.00207,0,0,0,0.00207,0.00207,0.658686,0.815763,0.43381,0.340364,0.4,0.195439,0.45,0.230689,0.18239,0.015152,0,0.404762,0.248036,0.327108,0.582824,0.654561,0.02505,Interactive
hsa_6332,D00538,0.004759,0.00119,0.000595,0.000595,0,0.000595,0.002974,0.010113,0.00238,0.00119,0.000595,0.000595,0,0.00238,0.00119,0,0.004164,0.385204,0.62356,0.222015,0.39764,0,0.094791,0.45,0.214063,0.113208,0.015152,0,0.166667,0.053626,0,0.520382,0.589399,0.008231,Interactive
hsa_3766,D00294,0,0,0,0,0.002646,0.002646,0.005291,0.013228,0,0,0,0,0,0,0.002646,0.002646,0,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_3742,D02356,0.007576,0,0,0,0,0.001894,0.00947,0.005682,0.001894,0.001894,0,0,0.001894,0.001894,0,0,0.001894,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_2563,D00530,0.002217,0.008869,0,0,0,0,0.006652,0.002217,0.002217,0.004435,0,0,0.004435,0,0,0.002217,0.004435,0.507142,0.615038,0.326503,0.315689,0,0.220175,1,0.505369,0.264151,0.015152,0,0.208333,0.194411,0.686926,0.307769,0.728143,0.034261,Interactive
hsa_2742,D02041,0.004435,0.008869,0,0,0,0,0.004435,0.011086,0,0.008869,0,0.002217,0.002217,0.002217,0,0.002217,0.011086,0.579565,1,0.381739,0.560852,0.4,0.164701,0.6,0.292691,0.257862,0.030303,0,0.131944,0.154513,0.408452,0.304205,0.729221,0.027576,Interactive
hsa_781,D00560,0.007339,0.000917,0,0.001835,0,0,0.001835,0.004587,0.001835,0,0,0,0,0,0.000917,0.000917,0.00367,0.620558,0.71479,0.331302,0.382334,0.4,0.354744,0.5,0.286457,0.383648,0.015152,0,0.205044,0.318082,0.499748,0.286325,0.797369,0.117226,Interactive
hsa_3749,D00294,0.0016,0,0,0.0016,0.0016,0,0.0016,0.008,0.0016,0.0032,0.0016,0,0.0032,0.0048,0.0032,0,0.0016,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_775,D00616,0.006083,0.001404,0,0.000936,0,0,0.005615,0.004679,0.002808,0.000468,0,0.000468,0,0.001404,0.00234,0.001872,0.002808,0.82656,0.786411,0.465108,0.43132,0.4,0.320671,0.45,0.491514,0.380503,0.015152,0,0.327957,0.407153,0.381036,0.384784,0.764028,0.061243,Interactive
hsa_782,D00560,0.0067,0,0,0,0.001675,0,0.001675,0.00335,0.001675,0.001675,0,0,0,0,0.001675,0.001675,0,0.620558,0.71479,0.331302,0.382334,0.4,0.354744,0.5,0.286457,0.383648,0.015152,0,0.205044,0.318082,0.499748,0.286325,0.797369,0.117226,Interactive
hsa_2905,D03878,0.002435,0,0,0.000812,0.003247,0,0.003247,0.006494,0.000812,0.000812,0.000812,0,0,0,0.000812,0.000812,0,0.670384,0.617029,0.394442,0.419971,0.2,0.101055,0.3,0.08417,0.342767,0.090909,0,0.010417,0.025628,0,0.286549,0.78119,0.012243,Interactive
hsa_3778,D01256,0.00254,0.00254,0.000847,0.000847,0,0.00254,0.001693,0.006774,0.001693,0.00254,0,0.000847,0.000847,0.000847,0.001693,0.001693,0.004234,0.733926,0.740178,0.232284,0.407641,0,0.213377,0.75,0.362314,0.402516,0.030303,0,0.112654,0.223678,0.845272,0.75148,0.81348,0.03646,Interactive
hsa_6326,D00639,0.006986,0.002994,0.000499,0,0,0.000998,0.004491,0.005489,0.003992,0.002994,0.000998,0.000499,0.000998,0.001497,0.002495,0.000499,0.002495,0.944516,0.397683,0.357907,0.236235,0,0.104439,0.35,0.12539,0.059748,0,0,0.519231,0.030774,0,0.490667,0.472279,0.007132,Interactive
hsa_2890,D00546,0.003315,0.001105,0,0.00221,0.001105,0.001105,0.003315,0.00442,0.00221,0.00221,0,0.001105,0,0,0.001105,0,0.001105,0.968407,0.810722,0.310143,0.107032,0,0.085931,0,0.050225,0,0,0,1,0,0,0.911987,0.363613,0.00318,Interactive
hsa_9424,D00642,0.003205,0,0,0,0.003205,0,0,0.009615,0,0.003205,0.003205,0,0,0,0.003205,0,0,0.779646,0.782608,0.415382,0.474388,0.4,0.213377,0.55,0.435746,0.352201,0.060606,0,0.189815,0.181901,0.733973,0.311342,0.768751,0.037738,Interactive
hsa_2559,D00545,0,0.006637,0,0,0,0.002212,0,0,0.002212,0.00885,0,0,0.002212,0,0,0,0.004425,0.704934,0.740178,0.321295,0.003122,0,0.085931,0,0.056806,0,0,0,1,0,0,0.911987,0.363613,0.00318,Interactive
hsa_55515,D00552,0.003008,0.001504,0,0,0.001504,0,0,0.003008,0,0,0,0,0,0,0,0.001504,0.004511,0.723718,0.683945,0.26128,0.520629,0,0.087363,0.5,0.275719,0.050314,0,0,0.392361,0.037782,0,0.416807,0.428052,0.005794,Interactive
hsa_777,D05024,0.004407,0.001763,0,0.000881,0,0.000441,0.005289,0.003967,0.002644,0.001763,0,0.000441,0,0.001322,0.001763,0.000441,0.001763,0.726062,0.635462,0.424195,0.490974,0.4,0.412366,0.45,0.428126,0.418239,0.030303,0,0.412393,0.442752,0.540546,0.46982,0.824904,0.129498,Interactive
hsa_1141,D00726,0.005988,0,0,0,0.001996,0,0.003992,0.00998,0,0.005988,0,0.003992,0.001996,0.001996,0.005988,0,0,0.657776,0.740178,0.263442,0.277601,0.4,0.224279,0.55,0.420159,0.116352,0,0,0.635417,0.113955,0.5,0.486142,0.593019,0.026328,Interactive
hsa_6328,D00735,0.004615,0.00359,0.000513,0,0,0.000513,0.005128,0.005641,0.004103,0.00359,0.001026,0.001026,0.000513,0.001538,0.002051,0,0.003077,0.66007,0.795327,0.477939,0.423205,0.4,0.212341,0.45,0.240042,0.125786,0,0,0.38447,0.106338,0.190813,0.146107,0.559116,0.033875,Interactive
hsa_781,D00512,0.007339,0.000917,0,0.001835,0,0,0.001835,0.004587,0.001835,0,0,0,0,0,0.000917,0.000917,0.00367,0.475011,0.673317,0.179462,0.502528,0.4,0.153974,0.3,0.618982,0.207547,0,0,0.107143,0.104814,0,0.317891,0.735649,0.017859,Interactive
hsa_2564,D00225,0,0.00198,0.00198,0.00198,0,0,0.00198,0.00198,0.00198,0.005941,0,0.00198,0.00198,0,0,0,0.005941,0.695134,0.740178,0.262713,0.369887,0,0.180853,0.95,0.719432,0.345912,0.045455,0,0.083333,0.222764,0,0.206394,0.755003,0.027041,Interactive
hsa_170572,D00678,0,0.008969,0,0,0,0,0.006726,0.008969,0,0,0,0.002242,0,0,0.002242,0,0,0.601625,0.729252,0.416082,0.41984,0,0.180853,0.55,0.46311,0.330189,0.045455,0,0.125,0.131966,0.393357,0.296836,0.776138,0.02915,Interactive
hsa_6334,D00640,0.005676,0.00258,0.000516,0,0,0.000516,0.003096,0.006192,0.001548,0.001032,0.001032,0.000516,0.000516,0.001548,0.00258,0.000516,0.003612,0.808113,0.749358,0.394705,0.477374,0.2,0.280165,0.45,0.375476,0.144654,0,0,0.479167,0.160268,0.39311,0.16544,0.605613,0.052596,Interactive
hsa_2561,D00545,0,0.006342,0,0,0,0,0.004228,0.002114,0.002114,0.006342,0,0,0.002114,0.004228,0,0,0,0.704934,0.740178,0.321295,0.003122,0,0.085931,0,0.056806,0,0,0,1,0,0,0.911987,0.363613,0.00318,Interactive
hsa_1145,D00524,0.002033,0,0,0.004065,0,0.002033,0.004065,0.010163,0,0,0,0.002033,0.002033,0,0.006098,0,0.002033,0.601328,0.974557,0.412803,0.45943,0.2,0.085931,0.2,0.126429,0.018868,0,0,0.884259,0,0,0.812136,0.266136,0.003655,Interactive
hsa_2899,D00775,0.003268,0,0,0,0,0.001089,0.005447,0.002179,0.001089,0.002179,0,0.001089,0.002179,0.001089,0.001089,0,0.002179,0.520836,0.606828,0.097668,0.472783,0,0.111442,0.55,0.322134,0.125786,0.015152,0,0.348958,0.115461,0,0.692239,0.59847,0.010489,Interactive
hsa_775,D00617,0.006083,0.001404,0,0.000936,0,0,0.005615,0.004679,0.002808,0.000468,0,0.000468,0,0.001404,0.00234,0.001872,0.002808,0.677116,0.707956,0.392373,0.668778,0.4,0.421996,0.55,0.429858,0.36478,0,0,0.408784,0.358013,0.451012,0.405218,0.792384,0.114938,Interactive
hsa_6328,D00332,0.004615,0.00359,0.000513,0,0,0.000513,0.005128,0.005641,0.004103,0.00359,0.001026,0.001026,0.000513,0.001538,0.002051,0,0.003077,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_6331,D00733,0.005462,0.002979,0.000497,0,0,0.000497,0.002979,0.005958,0.003972,0.00149,0.00149,0.000497,0.000497,0.00149,0.002483,0.000497,0.003972,0.684042,0.795263,0.411933,0.428931,0.4,0.280165,0.7,0.447523,0.216981,0.015152,0,0.519231,0.181292,0.48189,0.240327,0.665597,0.048673,Interactive
hsa_776,D00615,0.006422,0.000917,0.000459,0.001376,0.000459,0.000459,0.006422,0.004128,0.001835,0.000917,0.000459,0.000917,0.000459,0.000917,0.001835,0.00367,0.004128,0.682544,0.740178,0.267758,0.445669,0,0.331196,0.55,0.554555,0.345912,0,0,0.497126,0.365021,0.321555,0.318716,0.765662,0.054081,Interactive
hsa_3780,D02207,0.00369,0.001845,0,0,0.001845,0.00369,0.00738,0.009225,0,0,0,0,0,0.001845,0,0,0.00369,0.824235,0.837119,0.458883,0.43552,0.6,0.489716,0.75,0.206096,0.798742,1,0,0.142157,0.755637,0.534849,0.453057,0.925671,0.186492,Interactive
hsa_8973,D05453,0.004184,0.002092,0,0,0,0,0.004184,0.012552,0,0.004184,0,0.002092,0.002092,0,0.006276,0,0,0.693474,0.689137,0.591828,0.368913,0.4,0.137575,0.3,0.064773,0.176101,0,0,0.0625,0.087751,0,0.0674,0.678484,0.015838,Interactive
hsa_776,D00629,0.006422,0.000917,0.000459,0.001376,0.000459,0.000459,0.006422,0.004128,0.001835,0.000917,0.000459,0.000917,0.000459,0.000917,0.001835,0.00367,0.004128,0.585647,0.654403,0.29757,0.653341,0,0.297163,0.55,0.409075,0.305031,0,0,0.421296,0.320536,0,0.427335,0.756183,0.04383,Interactive
hsa_2559,D00711,0,0.006637,0,0,0,0.002212,0,0,0.002212,0.00885,0,0,0.002212,0,0,0,0.004425,0.706551,0.740178,0.245818,0.612434,0.2,0.128153,0.3,0.178039,0.113208,0,0,0.203431,0.07404,0,0.407926,0.658688,0.011054,Interactive
hsa_55799,D00542,0.002752,0,0,0.000917,0,0,0.004587,0.004587,0.000917,0.001835,0,0.001835,0.000917,0.000917,0,0.000917,0.001835,0.699683,0.740178,0,0,0,0.034372,0,0,0,0,0,1,0,0,0.876471,0.24585,0.000773,Interactive
hsa_785,D00629,0.007707,0,0,0,0,0.001927,0.009634,0.003854,0.003854,0,0,0,0,0,0,0.003854,0,0.585647,0.654403,0.29757,0.653341,0,0.297163,0.55,0.409075,0.305031,0,0,0.421296,0.320536,0,0.427335,0.756183,0.04383,Interactive
hsa_2561,D00293,0,0.006342,0,0,0,0,0.004228,0.002114,0.002114,0.006342,0,0,0.002114,0.004228,0,0,0,0.696871,0.740178,0.268818,0.345904,0,0.170441,0.85,0.415656,0.257862,0.015152,0,0.100379,0.182866,0,0.276866,0.694523,0.021098,Interactive
hsa_1137,D00499,0.003195,0,0,0,0,0,0.001597,0.00639,0,0.004792,0,0.003195,0.003195,0,0.003195,0,0,0.302478,0.603445,0.163461,0.485726,0,0.15575,0.4,0.322134,0.100629,0,0,0.414063,0.037782,0,0.742595,0.654677,0.011351,Interactive
hsa_776,D00617,0.006422,0.000917,0.000459,0.001376,0.000459,0.000459,0.006422,0.004128,0.001835,0.000917,0.000459,0.000917,0.000459,0.000917,0.001835,0.00367,0.004128,0.677116,0.707956,0.392373,0.668778,0.4,0.421996,0.55,0.429858,0.36478,0,0,0.408784,0.358013,0.451012,0.405218,0.792384,0.114938,Interactive
hsa_2561,D00550,0,0.006342,0,0,0,0,0.004228,0.002114,0.002114,0.006342,0,0,0.002114,0.004228,0,0,0,0.693973,0.740178,0.262007,0.35595,0,0.197082,0.95,0.661933,0.36478,0.045455,0,0.11859,0.282196,0,0.268179,0.771043,0.03028,Interactive
hsa_6338,D00552,0.00313,0.001565,0,0.001565,0.00313,0,0.001565,0.00313,0.001565,0.001565,0.001565,0.001565,0.001565,0,0,0.00313,0.007825,0.723718,0.683945,0.26128,0.520629,0,0.087363,0.5,0.275719,0.050314,0,0,0.392361,0.037782,0,0.416807,0.428052,0.005794,Interactive
hsa_9424,D00294,0.003205,0,0,0,0.003205,0,0,0.009615,0,0.003205,0.003205,0,0,0,0.003205,0,0,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_776,D00349,0.006422,0.000917,0.000459,0.001376,0.000459,0.000459,0.006422,0.004128,0.001835,0.000917,0.000459,0.000917,0.000459,0.000917,0.001835,0.00367,0.004128,0.568569,0.683129,0.287489,0.760278,0,0.287056,0.55,0.59716,0.389937,0.015152,0,0.353448,0.374399,0,0.369176,0.796526,0.046861,Interactive
hsa_6335,D00477,0.006073,0.002024,0.000506,0,0,0,0.003543,0.006073,0.00253,0.001518,0.000506,0.000506,0.000506,0.001518,0.00253,0.000506,0.003036,0.729044,0.788844,0.383372,0.353347,0.4,0.172873,0.5,0.361621,0.075472,0,0,0.571078,0.09872,1,0.388004,0.489518,0.017888,Interactive
hsa_2899,D02546,0.003268,0,0,0,0,0.001089,0.005447,0.002179,0.001089,0.002179,0,0.001089,0.002179,0.001089,0.001089,0,0.002179,0.772861,0.68339,0.229687,0.482006,0.2,0.138635,0.15,0.290959,0.100629,0,0,0.444444,0,0,0.517414,0.584196,0.010014,Interactive
hsa_3741,D00616,0.004902,0,0,0,0,0.001634,0.00817,0.001634,0,0.001634,0,0,0.001634,0,0.001634,0,0.001634,0.82656,0.786411,0.465108,0.43132,0.4,0.320671,0.45,0.491514,0.380503,0.015152,0,0.327957,0.407153,0.381036,0.384784,0.764028,0.061243,Interactive
hsa_8973,D00726,0.004184,0.002092,0,0,0,0,0.004184,0.012552,0,0.004184,0,0.002092,0.002092,0,0.006276,0,0,0.657776,0.740178,0.263442,0.277601,0.4,0.224279,0.55,0.420159,0.116352,0,0,0.635417,0.113955,0.5,0.486142,0.593019,0.026328,Interactive
hsa_6329,D00738,0.004905,0.00218,0.000545,0,0,0,0.00436,0.005995,0.003815,0.00327,0.000545,0.000545,0.000545,0.002725,0.00327,0.00109,0.00327,0.901103,0.745327,0.452293,0.594715,0.4,0.161721,0.45,0.210946,0.116352,0,0,0.287281,0.137416,0,0.374757,0.607752,0.017621,Interactive
hsa_6334,D00354,0.005676,0.00258,0.000516,0,0,0.000516,0.003096,0.006192,0.001548,0.001032,0.001032,0.000516,0.000516,0.001548,0.00258,0.000516,0.003612,0.818401,0.740178,0.383869,0.451167,0,0.128153,0.7,0.434015,0.128931,0,0,0.264706,0.112431,0,0.466608,0.613339,0.011916,Interactive
hsa_1137,D00611,0.003195,0,0,0,0,0,0.001597,0.00639,0,0.004792,0,0.003195,0.003195,0,0.003195,0,0,0.794112,0.788238,0.38341,0.197413,0.2,0.061728,0,0.074125,0.110063,0.015152,0,0.358974,0,0,0.888562,0.711392,0.004309,Interactive
hsa_2558,D05461,0.006508,0.006508,0,0,0,0.002169,0,0,0.002169,0.004338,0,0,0.002169,0,0,0,0,0.617881,0.658843,0.331855,0.427031,0.2,0.220175,0.75,0.569103,0.31761,0.015152,0,0.208333,0.234004,0.515901,0.414757,0.74844,0.032687,Interactive
hsa_57053,D00499,0.002227,0.004454,0,0,0,0,0.006682,0.004454,0,0.004454,0,0.004454,0,0,0.004454,0,0,0.302478,0.603445,0.163461,0.485726,0,0.15575,0.4,0.322134,0.100629,0,0,0.414063,0.037782,0,0.742595,0.654677,0.011351,Interactive
hsa_775,D03830,0.006083,0.001404,0,0.000936,0,0,0.005615,0.004679,0.002808,0.000468,0,0.000468,0,0.001404,0.00234,0.001872,0.002808,0.82656,0.786411,0.465108,0.43132,0.4,0.320671,0.45,0.491514,0.380503,0.015152,0,0.327957,0.407153,0.381036,0.384784,0.764028,0.061243,Interactive
