Protein,Drug,ED,MD,WC,WQ,WG,YH,AI,FL,EM,TM,CW,EW,FW,MY,CV,NH,NF,MATS3c,MATS5v,GATS2c,GATS5c,nBase,Kier1,nAtomP,MLFER_BO,MPC6,nFRing,nF8HeteroRing,RotBtFrac,GGI6,JGI10,JGT,MWC9,WPATH,'Class Label'
hsa_3780,D00294,0.00369,0.001845,0,0,0.001845,0.00369,0.00738,0.009225,0,0,0,0,0,0.001845,0,0,0.00369,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_6340,D00332,0.003086,0,0,0.003086,0,0,0.001543,0.001543,0.001543,0,0,0.00463,0,0.001543,0.001543,0,0.003086,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_3782,D00326,0.004027,0.002685,0,0,0.001342,0.002685,0.005369,0.005369,0.001342,0,0,0,0.001342,0.001342,0,0.002685,0.004027,0.740672,0.756072,0.362717,0.441664,0.2,0.229268,0.35,0.115691,0.160377,0,0,0.456522,0.090798,0.702859,0.380474,0.628154,0.033637,Interactive
hsa_93589,D00629,0.004401,0.002641,0,0.00088,0.002641,0,0.002641,0.009683,0,0.001761,0,0.001761,0.00088,0.00088,0,0.001761,0.002641,0.585647,0.654403,0.29757,0.653341,0,0.297163,0.55,0.409075,0.305031,0,0,0.421296,0.320536,0,0.427335,0.756183,0.04383,Interactive
hsa_6337,D00775,0.001497,0.001497,0,0.001497,0.001497,0,0.001497,0.001497,0.001497,0.001497,0,0.002994,0.001497,0.002994,0,0,0.001497,0.520836,0.606828,0.097668,0.472783,0,0.111442,0.55,0.322134,0.125786,0.015152,0,0.348958,0.115461,0,0.692239,0.59847,0.010489,Interactive
hsa_6338,D00332,0.00313,0.001565,0,0.001565,0.00313,0,0.001565,0.00313,0.001565,0.001565,0.001565,0.001565,0.001565,0,0,0.00313,0.007825,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_6335,D00735,0.006073,0.002024,0.000506,0,0,0,0.003543,0.006073,0.00253,0.001518,0.000506,0.000506,0.000506,0.001518,0.00253,0.000506,0.003036,0.66007,0.795327,0.477939,0.423205,0.4,0.212341,0.45,0.240042,0.125786,0,0,0.38447,0.106338,0.190813,0.146107,0.559116,0.033875,Interactive
hsa_3763,D02356,0.004739,0.004739,0,0,0.00237,0,0.00237,0.004739,0,0,0,0,0.00237,0,0.00237,0,0,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_3752,D00294,0.003058,0.001529,0,0,0,0.001529,0.006116,0.001529,0,0.004587,0,0,0.001529,0,0.003058,0.001529,0.003058,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_2560,D00545,0,0.004228,0,0,0,0,0.002114,0.004228,0.002114,0.008457,0,0,0.002114,0.004228,0,0,0,0.704934,0.740178,0.321295,0.003122,0,0.085931,0,0.056806,0,0,0,1,0,0,0.911987,0.363613,0.00318,Interactive
hsa_1134,D02204,0.004386,0.002193,0,0,0,0.002193,0.008772,0.004386,0,0.006579,0,0.004386,0,0,0,0,0.002193,0.636121,0.734292,1,0.319378,0.4,0.154675,0,0.02771,0.025157,0,0,1,0.076173,0,0.797031,0.371035,0.011203,Interactive
hsa_2897,D00537,0.002181,0,0,0,0,0.001091,0.005453,0.003272,0.001091,0.001091,0,0.002181,0.001091,0.003272,0.001091,0,0.001091,0.604436,0.718593,0.35265,0.355269,0,0.203549,0.25,0.916176,0.349057,0.045455,0,0.305556,0.417564,0,1,0.812657,0.027694,Interactive
hsa_3767,D00648,0.007712,0,0,0,0.002571,0.002571,0.005141,0.010283,0,0.002571,0,0,0,0,0.002571,0,0,0.607098,0.726603,0.345469,0.370118,0.4,0.327198,0.5,0.432629,0.128931,0,0,0.679487,0.189214,0.428887,0.421894,0.587439,0.065284,Interactive
hsa_55879,D00329,0.006339,0.00317,0,0,0.001585,0.001585,0.004754,0.006339,0.001585,0.001585,0,0,0.00317,0.001585,0,0,0.001585,0.696353,0.740178,0.26131,0.294813,0.4,0.287056,0.85,0.4115,0.342767,0.015152,0,0.317529,0.386722,0.374558,0.349243,0.748747,0.051437,Interactive
hsa_6331,D00639,0.005462,0.002979,0.000497,0,0,0.000497,0.002979,0.005958,0.003972,0.00149,0.00149,0.000497,0.000497,0.00149,0.002483,0.000497,0.003972,0.944516,0.397683,0.357907,0.236235,0,0.104439,0.35,0.12539,0.059748,0,0,0.519231,0.030774,0,0.490667,0.472279,0.007132,Interactive
hsa_93107,D00294,0.007722,0,0,0,0.003861,0,0.005792,0.003861,0.003861,0.001931,0,0,0,0,0.003861,0,0,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_3737,D00294,0.008451,0,0,0,0,0,0.011268,0.002817,0.002817,0,0,0,0,0.002817,0,0,0,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_6323,D00639,0.005478,0.002988,0.000498,0,0,0.000996,0.003984,0.006972,0.003486,0.00249,0.000996,0.000498,0.000996,0.001494,0.00249,0.000996,0.002988,0.944516,0.397683,0.357907,0.236235,0,0.104439,0.35,0.12539,0.059748,0,0,0.519231,0.030774,0,0.490667,0.472279,0.007132,Interactive
hsa_285242,D00451,0,0.004255,0,0,0,0,0.006383,0.008511,0.002128,0,0,0.004255,0,0,0,0,0,0.658686,0.815763,0.43381,0.340364,0.4,0.195439,0.45,0.230689,0.18239,0.015152,0,0.404762,0.248036,0.327108,0.582824,0.654561,0.02505,Interactive
hsa_2563,D00499,0.002217,0.008869,0,0,0,0,0.006652,0.002217,0.002217,0.004435,0,0,0.004435,0,0,0.002217,0.004435,0.302478,0.603445,0.163461,0.485726,0,0.15575,0.4,0.322134,0.100629,0,0,0.414063,0.037782,0,0.742595,0.654677,0.011351,Interactive
hsa_6337,D00252,0.001497,0.001497,0,0.001497,0.001497,0,0.001497,0.001497,0.001497,0.001497,0,0.002994,0.001497,0.002994,0,0,0.001497,0.539776,0.58873,0.143227,0.4654,0,0.137575,0.9,0.235192,0.22956,0.045455,0,0.0625,0.085348,0,0.141081,0.683386,0.015006,Interactive
hsa_3753,D00345,0,0,0,0.015625,0,0,0.007813,0.007813,0,0,0,0,0,0,0,0.007813,0,0.727843,0.740178,0.260639,0.227129,0,0.236844,1,0.161413,0.248428,0.015152,0,0.238782,0.13288,0.601413,0.581323,0.74365,0.039491,Interactive
hsa_6323,D00741,0.005478,0.002988,0.000498,0,0,0.000996,0.003984,0.006972,0.003486,0.00249,0.000996,0.000498,0.000996,0.001494,0.00249,0.000996,0.002988,0.804797,0.827811,0.476342,0.581463,0.4,0.207138,0.5,0.310357,0.100629,0,0,0.616228,0.106033,0.327108,0.312976,0.506346,0.02603,Interactive
hsa_1141,D00524,0.005988,0,0,0,0.001996,0,0.003992,0.00998,0,0.005988,0,0.003992,0.001996,0.001996,0.005988,0,0,0.601328,0.974557,0.412803,0.45943,0.2,0.085931,0.2,0.126429,0.018868,0,0,0.884259,0,0,0.812136,0.266136,0.003655,Interactive
hsa_55584,D05453,0.006276,0.002092,0,0,0,0,0.002092,0.002092,0,0.002092,0.002092,0.004184,0,0,0.004184,0,0,0.693474,0.689137,0.591828,0.368913,0.4,0.137575,0.3,0.064773,0.176101,0,0,0.0625,0.087751,0,0.0674,0.678484,0.015838,Interactive
hsa_1080,D01453,0.002028,0,0.000676,0,0,0,0.005409,0.006085,0.001352,0,0.000676,0.000676,0.001352,0,0.001352,0,0.001352,0.689399,0.324705,0.334892,0.434875,0,0.094791,0.55,0.425701,0.144654,0.015152,0,0.166667,0,0,0.438183,0.665984,0.007191,Interactive
hsa_782,D00629,0.0067,0,0,0,0.001675,0,0.001675,0.00335,0.001675,0.001675,0,0,0,0,0.001675,0.001675,0,0.585647,0.654403,0.29757,0.653341,0,0.297163,0.55,0.409075,0.305031,0,0,0.421296,0.320536,0,0.427335,0.756183,0.04383,Interactive
hsa_9311,D00775,0,0,0,0,0.001887,0,0.001887,0.007547,0.001887,0,0,0,0.001887,0,0,0,0.001887,0.520836,0.606828,0.097668,0.472783,0,0.111442,0.55,0.322134,0.125786,0.015152,0,0.348958,0.115461,0,0.692239,0.59847,0.010489,Interactive
hsa_3763,D00326,0.004739,0.004739,0,0,0.00237,0,0.00237,0.004739,0,0,0,0,0.00237,0,0.00237,0,0,0.740672,0.756072,0.362717,0.441664,0.2,0.229268,0.35,0.115691,0.160377,0,0,0.456522,0.090798,0.702859,0.380474,0.628154,0.033637,Interactive
hsa_6328,D00639,0.004615,0.00359,0.000513,0,0,0.000513,0.005128,0.005641,0.004103,0.00359,0.001026,0.001026,0.000513,0.001538,0.002051,0,0.003077,0.944516,0.397683,0.357907,0.236235,0,0.104439,0.35,0.12539,0.059748,0,0,0.519231,0.030774,0,0.490667,0.472279,0.007132,Interactive
hsa_6336,D00741,0.00665,0.001023,0.000512,0.000512,0,0,0.002558,0.004604,0.001535,0.001023,0.000512,0.000512,0.001535,0.001535,0.002558,0.000512,0.002558,0.804797,0.827811,0.476342,0.581463,0.4,0.207138,0.5,0.310357,0.100629,0,0,0.616228,0.106033,0.327108,0.312976,0.506346,0.02603,Interactive
hsa_6329,D02086,0.004905,0.00218,0.000545,0,0,0,0.00436,0.005995,0.003815,0.00327,0.000545,0.000545,0.000545,0.002725,0.00327,0.00109,0.00327,0.843632,0.713968,0.456122,0.508234,0.4,0.172873,0.45,0.204018,0.072327,0,0,0.571078,0.128885,0,0.483476,0.537758,0.016046,Interactive
hsa_8911,D05024,0.005487,0.002286,0.000914,0,0.000457,0.000457,0.003658,0.003201,0.003201,0.000914,0,0,0,0.001372,0.001372,0.000457,0.003658,0.726062,0.635462,0.424195,0.490974,0.4,0.412366,0.45,0.428126,0.418239,0.030303,0,0.412393,0.442752,0.540546,0.46982,0.824904,0.129498,Interactive
hsa_55800,D00775,0.004673,0,0,0,0,0,0.004673,0.009346,0.004673,0,0,0.004673,0,0.004673,0.004673,0,0,0.520836,0.606828,0.097668,0.472783,0,0.111442,0.55,0.322134,0.125786,0.015152,0,0.348958,0.115461,0,0.692239,0.59847,0.010489,Interactive
hsa_59284,D00560,0,0,0,0,0,0,0.00365,0.014599,0.00365,0,0,0,0,0.00365,0.00365,0,0,0.620558,0.71479,0.331302,0.382334,0.4,0.354744,0.5,0.286457,0.383648,0.015152,0,0.205044,0.318082,0.499748,0.286325,0.797369,0.117226,Interactive
hsa_782,D01295,0.0067,0,0,0,0.001675,0,0.001675,0.00335,0.001675,0.001675,0,0,0,0,0.001675,0.001675,0,0.80456,0.734007,0.705307,0.511554,0.8,0.27911,0.4,0.1053,0.251572,0,0,0.159946,0.193784,0.403658,0,0.701083,0.068463,Interactive
hsa_50801,D02356,0.002551,0,0,0,0,0,0.005102,0.007653,0.002551,0,0,0,0.002551,0,0.002551,0,0,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_8913,D00709,0.002562,0.001708,0.000854,0,0.001708,0.001281,0.003416,0.003843,0.002989,0.000854,0,0.000427,0.000854,0.000854,0.000854,0.000427,0.002989,0.798627,0.489268,0.250599,0.417256,0,0.087363,0.15,0.479737,0.034591,0,0,0.392361,0,0,0.377601,0.497369,0.00517,Interactive
hsa_3784,D00294,0.002963,0,0,0,0.005926,0.001481,0.002963,0.007407,0,0,0,0,0.001481,0,0.001481,0,0.001481,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_773,D00512,0.006181,0.002208,0,0.000442,0.000442,0.000442,0.003974,0.004857,0.004857,0.000883,0,0.001766,0.000442,0.001766,0.001325,0.000442,0.002208,0.475011,0.673317,0.179462,0.502528,0.4,0.153974,0.3,0.618982,0.207547,0,0,0.107143,0.104814,0,0.317891,0.735649,0.017859,Interactive
hsa_2558,D02461,0.006508,0.006508,0,0,0,0.002169,0,0,0.002169,0.004338,0,0,0.002169,0,0,0,0,0.776751,0.628648,0.250436,0.5301,0,0.220175,0.3,0.710772,0.286164,0.015152,0,0.291667,0.215756,0.593062,0.62639,0.792949,0.036579,Interactive
hsa_784,D01295,0.008282,0,0,0.00207,0,0,0.00207,0.004141,0,0,0,0,0,0.00207,0,0.004141,0.00207,0.80456,0.734007,0.705307,0.511554,0.8,0.27911,0.4,0.1053,0.251572,0,0,0.159946,0.193784,0.403658,0,0.701083,0.068463,Interactive
hsa_6331,D00741,0.005462,0.002979,0.000497,0,0,0.000497,0.002979,0.005958,0.003972,0.00149,0.00149,0.000497,0.000497,0.00149,0.002483,0.000497,0.003972,0.804797,0.827811,0.476342,0.581463,0.4,0.207138,0.5,0.310357,0.100629,0,0,0.616228,0.106033,0.327108,0.312976,0.506346,0.02603,Interactive
hsa_27092,D00629,0.006135,0.003067,0,0,0,0,0.009202,0.006135,0,0.003067,0,0,0,0.003067,0,0.006135,0,0.585647,0.654403,0.29757,0.653341,0,0.297163,0.55,0.409075,0.305031,0,0,0.421296,0.320536,0,0.427335,0.756183,0.04383,Interactive
hsa_3750,D00294,0.003096,0.001548,0,0,0,0.001548,0.006192,0.004644,0,0.003096,0,0,0.001548,0,0.003096,0,0.004644,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_3778,D00658,0.00254,0.00254,0.000847,0.000847,0,0.00254,0.001693,0.006774,0.001693,0.00254,0,0.000847,0.000847,0.000847,0.001693,0.001693,0.004234,0.699683,0.740178,0,0,0,0.195439,0.75,0.340145,0.264151,0.015152,0,0.255952,0.12919,0,0.923502,0.736537,0.021454,Interactive
hsa_2559,D02461,0,0.006637,0,0,0,0.002212,0,0,0.002212,0.00885,0,0,0.002212,0,0,0,0.004425,0.776751,0.628648,0.250436,0.5301,0,0.220175,0.3,0.710772,0.286164,0.015152,0,0.291667,0.215756,0.593062,0.62639,0.792949,0.036579,Interactive
hsa_786,D00332,0.004525,0.00905,0,0,0,0,0.00905,0.004525,0,0,0,0,0,0,0.004525,0,0,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_3743,D00638,0.002198,0,0,0,0,0.002198,0.008791,0.004396,0,0.002198,0.002198,0,0.002198,0,0,0,0.002198,0.781549,0.830775,0.353353,0.302042,0.2,0.331196,0.55,0.321441,0.201258,0,0,0.533046,0.28245,0.929918,0.567846,0.673902,0.065849,Interactive
hsa_27133,D02272,0.004053,0.001013,0,0,0,0.00304,0.002026,0.005066,0.001013,0.001013,0,0,0.001013,0.002026,0.002026,0,0.001013,0.779646,0.782608,0.415382,0.474388,0.4,0.213377,0.55,0.435746,0.352201,0.060606,0,0.189815,0.181901,0.733973,0.311342,0.768751,0.037738,Interactive
hsa_51802,D00252,0,0,0,0.001984,0.001984,0,0.001984,0.005952,0.001984,0,0,0,0,0,0.003968,0.003968,0.005952,0.539776,0.58873,0.143227,0.4654,0,0.137575,0.9,0.235192,0.22956,0.045455,0,0.0625,0.085348,0,0.141081,0.683386,0.015006,Interactive
hsa_93589,D00438,0.004401,0.002641,0,0.00088,0.002641,0,0.002641,0.009683,0,0.001761,0,0.001761,0.00088,0.00088,0,0.001761,0.002641,0.6175,0.733644,0.350404,0.65515,0,0.365273,0.55,0.494285,0.342767,0,0,0.495968,0.381475,0.375442,0.445486,0.770378,0.067572,Interactive
hsa_6534,D00035,0,0.001575,0,0,0.001575,0,0.007874,0.012598,0,0.001575,0.001575,0,0.001575,0.004724,0.00315,0,0,0.857472,0.577556,0.276801,0.641431,0.2,0.019334,0.15,0.151715,0.012579,0,0,0.21875,0,0,0.237507,0.319038,0.001367,Interactive
hsa_6331,D00775,0.005462,0.002979,0.000497,0,0,0.000497,0.002979,0.005958,0.003972,0.00149,0.00149,0.000497,0.000497,0.00149,0.002483,0.000497,0.003972,0.520836,0.606828,0.097668,0.472783,0,0.111442,0.55,0.322134,0.125786,0.015152,0,0.348958,0.115461,0,0.692239,0.59847,0.010489,Interactive
hsa_8912,D00538,0.005115,0.000853,0.000853,0.000853,0.001279,0.001705,0.004263,0.004689,0.002558,0.001279,0,0,0,0.000853,0.001705,0.000426,0.002558,0.385204,0.62356,0.222015,0.39764,0,0.094791,0.45,0.214063,0.113208,0.015152,0,0.166667,0.053626,0,0.520382,0.589399,0.008231,Interactive
hsa_3741,D01450,0.004902,0,0,0,0,0.001634,0.00817,0.001634,0,0.001634,0,0,0.001634,0,0.001634,0,0.001634,0.881892,0.737802,0.439324,0.648594,0.4,0.212341,0.45,0.210946,0.147799,0,0,0.38447,0.175198,0.285512,0.316916,0.633217,0.027992,Interactive
hsa_8911,D02356,0.005487,0.002286,0.000914,0,0.000457,0.000457,0.003658,0.003201,0.003201,0.000914,0,0,0,0.001372,0.001372,0.000457,0.003658,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_6329,D00552,0.004905,0.00218,0.000545,0,0,0,0.00436,0.005995,0.003815,0.00327,0.000545,0.000545,0.000545,0.002725,0.00327,0.00109,0.00327,0.723718,0.683945,0.26128,0.520629,0,0.087363,0.5,0.275719,0.050314,0,0,0.392361,0.037782,0,0.416807,0.428052,0.005794,Interactive
hsa_2566,D00547,0.004292,0.006438,0,0,0,0,0.002146,0,0,0.002146,0,0,0.002146,0.002146,0,0,0.002146,0.693734,0.822292,0.350864,0.179814,0,0.120303,0,0.047454,0,0,0,1,0,0,0.949171,0.496332,0.005111,Interactive
hsa_9424,D02272,0.003205,0,0,0,0.003205,0,0,0.009615,0,0.003205,0.003205,0,0,0,0.003205,0,0,0.779646,0.782608,0.415382,0.474388,0.4,0.213377,0.55,0.435746,0.352201,0.060606,0,0.189815,0.181901,0.733973,0.311342,0.768751,0.037738,Interactive
hsa_2741,D00293,0.004464,0.008929,0,0.002232,0,0,0.002232,0.006696,0.002232,0.006696,0,0.002232,0.002232,0.004464,0,0,0.008929,0.696871,0.740178,0.268818,0.345904,0,0.170441,0.85,0.415656,0.257862,0.015152,0,0.100379,0.182866,0,0.276866,0.694523,0.021098,Interactive
hsa_2566,D00548,0.004292,0.006438,0,0,0,0,0.002146,0,0,0.002146,0,0,0.002146,0.002146,0,0,0.002146,0.805907,0.68137,0.402443,0.532914,0,0.161721,0.4,0.33876,0.125786,0,0,0.342105,0.100295,0.855124,0.232733,0.616718,0.01774,Interactive
hsa_6331,D01243,0.005462,0.002979,0.000497,0,0,0.000497,0.002979,0.005958,0.003972,0.00149,0.00149,0.000497,0.000497,0.00149,0.002483,0.000497,0.003972,0.931072,0.800058,0.365757,0.433525,0.2,0.15575,0.45,0.215102,0.066038,0,0,0.544271,0.060938,0.855124,0.37752,0.496372,0.014025,Interactive
hsa_90134,D00648,0.005021,0,0,0,0.000837,0.001674,0.005858,0.005858,0.001674,0,0,0,0,0.001674,0.000837,0.000837,0.00251,0.607098,0.726603,0.345469,0.370118,0.4,0.327198,0.5,0.432629,0.128931,0,0,0.679487,0.189214,0.428887,0.421894,0.587439,0.065284,Interactive
hsa_56479,D00294,0.001085,0.001085,0,0.001085,0.001085,0.001085,0.002169,0.004338,0,0.001085,0,0,0,0,0.002169,0,0,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_6323,D02272,0.005478,0.002988,0.000498,0,0,0.000996,0.003984,0.006972,0.003486,0.00249,0.000996,0.000498,0.000996,0.001494,0.00249,0.000996,0.002988,0.779646,0.782608,0.415382,0.474388,0.4,0.213377,0.55,0.435746,0.352201,0.060606,0,0.189815,0.181901,0.733973,0.311342,0.768751,0.037738,Interactive
hsa_1080,D02409,0.002028,0,0.000676,0,0,0,0.005409,0.006085,0.001352,0,0.000676,0.000676,0.001352,0,0.001352,0,0.001352,0.689399,0.324705,0.334892,0.434875,0,0.094791,0.55,0.425701,0.144654,0.015152,0,0.166667,0,0,0.438183,0.665984,0.007191,Interactive
hsa_51802,D00649,0,0,0,0.001984,0.001984,0,0.001984,0.005952,0.001984,0,0,0,0,0,0.003968,0.003968,0.005952,0.625614,0.740178,0.266549,0.535804,0.6,0.138635,0.7,0.813994,0.084906,0,0,0.444444,0.075868,0,0.649424,0.552278,0.01046,Interactive
hsa_3757,D02356,0.002591,0.001727,0,0,0.001727,0.000864,0.003454,0.006045,0,0,0,0,0.001727,0.001727,0.000864,0.001727,0.002591,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_778,D00542,0.006579,0.002024,0,0.000506,0.000506,0.000506,0.003543,0.005567,0.00253,0.001012,0,0.001012,0,0.000506,0.003036,0.001012,0.003543,0.699683,0.740178,0,0,0,0.034372,0,0,0,0,0,1,0,0,0.876471,0.24585,0.000773,Interactive
hsa_6335,D00739,0.006073,0.002024,0.000506,0,0,0,0.003543,0.006073,0.00253,0.001518,0.000506,0.000506,0.000506,0.001518,0.00253,0.000506,0.003036,0.704197,0.769131,0.538573,0.277514,0.4,0.212341,0.4,0.297887,0.106918,0,0,0.431818,0.082876,0.34205,0.001494,0.525973,0.03649,Interactive
hsa_57053,D05156,0.002227,0.004454,0,0,0,0,0.006682,0.004454,0,0.004454,0,0.004454,0,0,0.004454,0,0,0.661836,0.663534,0.602924,0.35488,0.4,0.061728,0.3,0.155178,0.066038,0,0,0.11859,0.024054,0,0.095503,0.510219,0.0052,Interactive
hsa_1139,D03826,0.001996,0.001996,0.001996,0,0,0.001996,0,0.003992,0.001996,0.003992,0,0.003992,0,0,0.005988,0,0.001996,0.667848,0.518035,0.348015,0.246853,0.4,0.170441,0.55,0.281607,0.298742,0.045455,1,0.289773,0.175858,0,0.613759,0.789879,0.022108,Interactive
