Protein,Drug,CN,CQ,WG,TH,GL,FL,GM,HM,PM,GF,VF,WS,DT,GT,RW,CW,GW,HW,WW,nAcid,nH1,nS1,MATS1c,MATS2m,GATS2i,nBondsD,Kier2,khs.dNH,khs.aaN,TpiPC,MWC8,SRW3,ClassLabel
hsa:3645,D04025,0.000772,0.002315,0.001543,0.002315,0.013117,0.003858,0.003086,0,0,0.003858,0.001543,0.000772,0.000772,0.003858,0.003086,0.001543,0,0,0,0.090909,0.2,0,0.578911,0.491831,0.44763,0.55,0.309641,0,0.75,0.652575,0.525068,0,Interactive
hsa:51302,D01071,0,0,0,0.002137,0.002137,0.010684,0,0,0,0.002137,0.008547,0.002137,0,0.00641,0.004274,0,0.002137,0,0,0.090909,0.127273,0,0.377247,0.758204,0.453881,0.2,0.081928,0,0,0.384056,0.490437,0,Interactive
hsa:1577,D00394,0,0,0.001996,0.003992,0.005988,0.011976,0.001996,0,0,0.003992,0.005988,0,0.005988,0.00998,0,0,0,0,0,0.090909,0.236364,0,0.844228,0.464265,0.544478,0.3,0.155595,0,0,0.623751,0.49652,0,Interactive
hsa:10846,D00371,0.001269,0,0.001269,0,0.006345,0.003807,0,0,0.001269,0.003807,0.002538,0,0.002538,0.005076,0,0,0,0.001269,0,0.090909,0.063636,0,0.343,0.897697,0.336963,0.2,0.038242,0,0.25,0.431112,0.432902,0,Interactive
hsa:5143,D02229,0,0,0.001406,0.002813,0.008439,0.004219,0,0.001406,0.002813,0.002813,0.002813,0,0.007032,0,0,0,0,0,0,0.090909,0.272727,0.125,0.592014,0.708517,0.592143,0.45,0.241444,0,0.25,0.683571,0.619997,0,Interactive
hsa:3643,D01441,0.000724,0.002172,0,0.002896,0.007965,0.002896,0.002896,0.000724,0,0.002172,0.003621,0.002896,0.000724,0.002172,0.001448,0.001448,0.000724,0,0,0.090909,0.272727,0,0.555772,0.464794,0.533064,0.65,0.324126,0,0.75,0.722576,0.569741,0,Interactive
hsa:4200,D00002,0,0,0,0.002092,0.018828,0.004184,0.004184,0,0,0,0.002092,0,0.002092,0.004184,0,0,0,0,0,0.090909,0.227273,0,0.401897,0.531784,0.534885,0.5,0.328674,0,0.75,0.621701,0.669261,0,Interactive
hsa:759,D01196,0,0,0.007692,0.003846,0.003846,0,0,0,0.003846,0,0,0.003846,0.003846,0,0,0,0,0.007692,0,0.090909,0.045455,0.25,0.348597,0.854158,0.747726,0.25,0.05761,0,0.5,0.369015,0.344062,0,Interactive
hsa:5470,D00107,0,0,0,0.00133,0.005319,0.005319,0,0.00266,0.00133,0.00266,0.00266,0.00266,0,0.00133,0.00133,0.00133,0,0,0,0.090909,0.618182,0,0.618324,0.516789,0.642413,0.35,0.558827,0,0,0.563976,0.690316,0,Interactive
hsa:5141,D00371,0,0.00113,0.00113,0.00226,0.00791,0.00339,0.00113,0.00113,0.00226,0.00226,0.00113,0,0.00452,0.00339,0,0,0,0,0,0.090909,0.063636,0,0.343,0.897697,0.336963,0.2,0.038242,0,0.25,0.431112,0.432902,0,Interactive
hsa:113,D00002,0,0.000927,0.001854,0.001854,0.014829,0.005561,0.001854,0,0,0.003707,0.004634,0.000927,0.000927,0.00278,0.000927,0.000927,0,0,0,0.090909,0.227273,0,0.401897,0.531784,0.534885,0.5,0.328674,0,0.75,0.621701,0.669261,0,Interactive
hsa:5321,D02289,0,0,0.001337,0,0.006684,0.002674,0.002674,0,0,0.002674,0.002674,0,0.001337,0.005348,0,0,0,0,0,0.090909,0.281818,0,0.615908,0.628307,0.569473,0.15,0.110111,0,0,0.544444,0.647512,0,Interactive
hsa:4921,D03350,0.001171,0.002342,0,0.001171,0.003513,0.005855,0.004684,0,0.003513,0,0,0.001171,0.002342,0.002342,0.002342,0.001171,0.001171,0,0,0.090909,0.227273,0,0.597117,0.426349,0,0.5,0.309641,0,0.5,0.674883,0.558695,0,Interactive
hsa:10461,D03350,0,0.001002,0,0,0.007014,0.004008,0.002004,0,0.001002,0.002004,0.002004,0.002004,0.001002,0.001002,0.001002,0.001002,0.002004,0,0.001002,0.090909,0.227273,0,0.597117,0.426349,0,0.5,0.309641,0,0.5,0.674883,0.558695,0,Interactive
hsa:5743,D00330,0.001658,0.001658,0.001658,0.003317,0.008292,0.004975,0,0,0,0.006633,0.001658,0,0.003317,0,0,0,0,0.001658,0,0.181818,0.109091,0,0.45074,0.487735,0.504664,0.35,0.121734,0,0,0.631042,0.425213,0,Interactive
hsa:4915,D03350,0,0,0.002101,0.002101,0.006303,0.006303,0.002101,0.004202,0,0.008403,0,0,0.004202,0.002101,0.002101,0.002101,0.002101,0.002101,0,0.090909,0.227273,0,0.597117,0.426349,0,0.5,0.309641,0,0.5,0.674883,0.558695,0,Interactive
hsa:759,D00651,0,0,0.007692,0.003846,0.003846,0,0,0,0.003846,0,0,0.003846,0.003846,0,0,0,0,0.007692,0,0.090909,0.118182,0.375,0.593499,0.426349,0,0.55,0.167534,0,0,0.629248,0.551571,0,Interactive
hsa:1548,D00960,0,0,0,0,0.004057,0.018256,0.002028,0,0.004057,0.006085,0.008114,0,0.002028,0.006085,0,0,0,0,0,0.090909,0.163636,0,0.70987,0.792168,0.390333,0.25,0.143728,0,0.5,0.59958,0.494537,0,Interactive
hsa:1545,D00528,0,0.001845,0,0,0.00369,0.009225,0,0,0,0,0.005535,0.001845,0.00369,0.001845,0,0,0,0.001845,0,0.090909,0.081818,0,0.377391,0.983281,0.269295,0.2,0.044778,0,0.25,0.451708,0.461603,0,Interactive
hsa:3932,D01441,0,0.001969,0,0.003937,0.005906,0.005906,0.003937,0,0,0.005906,0,0.001969,0.001969,0.003937,0,0.001969,0,0,0.003937,0.090909,0.272727,0,0.555772,0.464794,0.533064,0.65,0.324126,0,0.75,0.722576,0.569741,0,Interactive
hsa:4860,D01370,0,0,0,0,0.013889,0.003472,0.003472,0.003472,0,0.010417,0.010417,0,0.003472,0.003472,0,0,0,0,0,0.090909,0.1,0,0.454515,0.488955,0.590817,0.2,0.094532,0,0.75,0.623776,0.511013,0,Interactive
hsa:43,D02729,0,0,0,0,0.006525,0.013051,0.003263,0,0.001631,0.006525,0.003263,0.003263,0.006525,0.003263,0.001631,0,0,0.001631,0,0.090909,0.236364,0,0.642498,0.473237,0.456381,0.35,0.262877,0,0,0.545047,0.454437,0,Interactive
hsa:10279,D00160,0,0,0.003899,0,0.015595,0.005848,0,0,0,0.001949,0.001949,0,0.001949,0,0,0,0.001949,0.001949,0,0.181818,0.118182,0,0.329607,0.304101,0.807379,0.05,0.113429,0,0,0.078214,0,0,Interactive
hsa:1562,D03784,0.00409,0,0,0,0.00818,0.01227,0.002045,0.002045,0,0,0.002045,0,0,0.00409,0.002045,0,0,0,0,0.090909,0.109091,0,0.630041,0.426349,0,0.45,0.132863,0,0.5,0.637275,0.516051,0,Interactive
hsa:5599,D03115,0,0.002611,0,0.002611,0.005222,0,0.002611,0,0,0,0.002611,0.002611,0,0.005222,0,0,0,0,0,0.090909,0.154545,0.125,0.57264,0.527812,0.540902,0.35,0.120883,0,0.25,0.633044,0.497119,0,Interactive
hsa:9150,D00184,0,0.001189,0,0.001189,0.005945,0.002378,0,0,0.002378,0.001189,0.001189,0.001189,0.001189,0.007134,0.001189,0,0,0,0,0.090909,1,0,0.447,0.677396,0.65579,0.6,1,0,0,0.555928,0.739405,0,Interactive
hsa:10901,D02335,0,0,0,0,0.018051,0.00361,0.00361,0,0,0.00722,0,0,0,0.00722,0,0,0,0,0,0.090909,0.063636,0,0.646877,0.629073,0.483585,0.3,0.0472,0,0,0.511896,0.400832,0,Interactive
hsa:3718,D01441,0,0.001781,0.00089,0.00089,0.011576,0.004452,0.00089,0,0,0.00089,0.00089,0.001781,0,0.00089,0,0.002671,0,0,0,0.090909,0.272727,0,0.555772,0.464794,0.533064,0.65,0.324126,0,0.75,0.722576,0.569741,0,Interactive
hsa:1576,D00550,0,0,0.001996,0.003992,0.003992,0.013972,0.003992,0,0,0.005988,0.005988,0,0.003992,0.003992,0,0,0,0,0,0.090909,0.109091,0,0.628104,0.426349,0,0.45,0.129192,0,0.25,0.683249,0.557461,0,Interactive
hsa:1589,D00528,0,0,0,0,0.008097,0.008097,0.002024,0.002024,0,0.002024,0.002024,0.004049,0,0.006073,0,0,0,0.002024,0.002024,0.090909,0.081818,0,0.377391,0.983281,0.269295,0.2,0.044778,0,0.25,0.451708,0.461603,0,Interactive
hsa:2046,D03350,0.004049,0,0.002024,0,0,0.002024,0,0.002024,0,0.004049,0,0,0.006073,0.006073,0,0,0.004049,0,0,0.090909,0.227273,0,0.597117,0.426349,0,0.5,0.309641,0,0.5,0.674883,0.558695,0,Interactive
hsa:54578,D01276,0.001883,0.001883,0.001883,0.003766,0.003766,0.007533,0.001883,0.001883,0.003766,0.003766,0.007533,0,0.001883,0.001883,0,0,0,0.001883,0,0.090909,0.463636,0,0.407761,0.602502,0.583272,0.65,0.532778,0,0.25,0.668104,0.62284,0,Interactive
hsa:1806,D00027,0.001953,0.001953,0.001953,0.001953,0.013672,0.005859,0.003906,0,0.000977,0.003906,0.003906,0,0.001953,0.003906,0.001953,0,0.000977,0.000977,0,0.090909,0.027273,0,0.194979,0.388287,0.591793,0.15,0.017736,0,0,0.188743,0.152433,0,Interactive
hsa:51004,D00139,0.002141,0,0.002141,0,0.006424,0.002141,0,0,0.002141,0.002141,0,0.006424,0.006424,0,0.002141,0,0,0,0,0.090909,0.063636,0,0.567225,0.577553,0.441599,0.3,0.066289,0,0,0.664624,0.478889,0,Interactive
hsa:4548,D01027,0.002373,0.000791,0,0.000791,0.011076,0.002373,0.004747,0.000791,0,0.003956,0.001582,0,0.003165,0.005538,0,0,0,0,0,0,0.8,0,0.335444,0.38923,0.445006,0.7,0.575377,0,0,1,1,0,Interactive
hsa:5332,D00528,0.000838,0.000838,0,0.003353,0.006706,0.006706,0,0,0.000838,0.003353,0.003353,0.000838,0.001676,0.001676,0,0.000838,0,0.000838,0,0.090909,0.081818,0,0.377391,0.983281,0.269295,0.2,0.044778,0,0.25,0.451708,0.461603,0,Interactive
hsa:3906,D00510,0,0,0,0,0.007092,0.014184,0,0,0,0,0,0,0.007092,0,0,0,0,0,0,0.090909,0.172727,0,0.65702,0.487191,0.743854,0.4,0.173625,0,0,0.587219,0.531255,0,Interactive
hsa:64816,D00394,0.001988,0,0.001988,0.005964,0.007952,0.013917,0.001988,0,0.003976,0.001988,0.005964,0,0.001988,0.005964,0,0,0,0,0,0.090909,0.236364,0,0.844228,0.464265,0.544478,0.3,0.155595,0,0,0.623751,0.49652,0,Interactive
hsa:5537,D00107,0,0.002933,0,0,0.005865,0.01173,0,0,0,0.002933,0.008798,0.005865,0.005865,0,0,0,0.002933,0,0,0.090909,0.618182,0,0.618324,0.516789,0.642413,0.35,0.558827,0,0,0.563976,0.690316,0,Interactive
hsa:3001,D00043,0.011494,0.003831,0.003831,0.003831,0.003831,0.003831,0.003831,0,0,0,0.003831,0.003831,0.003831,0.003831,0,0,0.003831,0,0,0.090909,0.118182,0,0,0.908694,0.450569,0.05,0.060543,0,0,0.122853,0.233625,0,Interactive
hsa:1562,D00528,0.00409,0,0,0,0.00818,0.01227,0.002045,0.002045,0,0,0.002045,0,0,0.00409,0.002045,0,0,0,0,0.090909,0.081818,0,0.377391,0.983281,0.269295,0.2,0.044778,0,0.25,0.451708,0.461603,0,Interactive
hsa:766,D00218,0,0,0.004831,0,0.004831,0.004831,0,0.004831,0,0,0.004831,0,0,0.004831,0,0,0,0.009662,0,0.090909,0.045455,0.25,0.348597,0.854158,0.747726,0.25,0.05761,0,0.5,0.369015,0.344062,0,Interactive
hsa:5138,D00227,0.002144,0.001072,0,0.002144,0.003215,0.004287,0,0.001072,0.001072,0.002144,0.003215,0.001072,0.002144,0.003215,0,0,0.001072,0.001072,0,0.090909,0.063636,0,0.343,0.897697,0.336963,0.2,0.038242,0,0.25,0.431112,0.432902,0,Interactive
hsa:5598,D03115,0,0,0,0,0.006135,0.003681,0.002454,0,0.001227,0.001227,0.001227,0.001227,0.001227,0.002454,0.002454,0,0,0,0,0.090909,0.154545,0.125,0.57264,0.527812,0.540902,0.35,0.120883,0,0.25,0.633044,0.497119,0,Interactive
hsa:10667,D00021,0,0,0.002222,0.008889,0.006667,0.004444,0,0.004444,0,0,0,0,0,0.002222,0.002222,0,0.002222,0,0,0.181818,0.1,0,0.36019,0.428142,0.660848,0.2,0.080617,0,0,0.340877,0.24481,0,Interactive
hsa:5742,D00452,0,0.001672,0.001672,0.005017,0.010033,0.010033,0.001672,0,0.001672,0.003344,0.001672,0,0,0.003344,0.001672,0,0,0.001672,0,0.181818,0.1,0.125,0.480717,0.47001,0.510176,0.35,0.121734,0,0,0.544735,0.417208,0,Interactive
hsa:763,D00519,0,0,0.003289,0,0.003289,0.006579,0,0,0,0,0.003289,0.003289,0,0.006579,0.003289,0.003289,0,0.006579,0,0.090909,0.045455,0.25,0.590575,0.426349,0,0.4,0.064471,0,0,0.566836,0.49318,0,Interactive
hsa:1585,D00542,0,0,0,0,0.003984,0.011952,0.001992,0,0.001992,0.001992,0.003984,0,0.001992,0.005976,0.005976,0,0,0,0,0.090909,0,0,1,0.426349,0,0,0,0,0,0,0.109952,0,Interactive
hsa:5148,D00691,0,0,0,0,0.011628,0,0.011628,0,0,0.011628,0,0,0,0.011628,0,0,0,0,0,0.090909,0.118182,0,0.445558,0.647606,0.446504,0.2,0.098193,0,0.25,0.501874,0.494092,0,Interactive
hsa:54657,D01276,0.001876,0,0,0.003752,0.003752,0.003752,0,0.001876,0.003752,0.003752,0.007505,0,0,0.003752,0,0,0,0,0,0.090909,0.463636,0,0.407761,0.602502,0.583272,0.65,0.532778,0,0.25,0.668104,0.62284,0,Interactive
hsa:199974,D00225,0,0,0,0,0.003968,0.005952,0,0,0,0.001984,0.009921,0,0.003968,0,0.003968,0,0,0.001984,0,0.090909,0.109091,0,0.628885,0.426349,0,0.45,0.122891,0,0.5,0.675874,0.543375,0,Interactive
hsa:7301,D03350,0,0.001125,0,0,0.010124,0.003375,0.003375,0,0.001125,0.001125,0,0.00225,0,0.004499,0,0.001125,0.00225,0.001125,0.001125,0.090909,0.227273,0,0.597117,0.426349,0,0.5,0.309641,0,0.5,0.674883,0.558695,0,Interactive
hsa:2147,D00733,0,0.00161,0.003221,0.004831,0.008052,0.003221,0.00161,0,0,0.00161,0.004831,0,0,0.00161,0.003221,0,0.00161,0,0,0.090909,0.263636,0,0.527576,0.464432,0.634979,0.3,0.260311,0,0.25,0.641883,0.470518,0,Interactive
hsa:25796,D01223,0,0,0,0.003891,0.011673,0.003891,0,0,0,0.003891,0.007782,0,0,0,0.003891,0.003891,0,0,0,0.090909,0.2,0,0.333744,0.539903,0.615905,0.25,0.210882,0,0,0.528922,0.508263,0,Interactive
hsa:5141,D02042,0,0.00113,0.00113,0.00226,0.00791,0.00339,0.00113,0.00113,0.00226,0.00226,0.00113,0,0.00452,0.00339,0,0,0,0,0,0.090909,0.081818,0,0.579592,0.583484,0.534743,0.35,0.104271,0,0.25,0.678028,0.483199,0,Interactive
hsa:2045,D03350,0.001003,0.001003,0,0.001003,0.004012,0.002006,0.002006,0,0.001003,0.003009,0.004012,0.003009,0.004012,0.007021,0.001003,0.002006,0.001003,0,0,0.090909,0.227273,0,0.597117,0.426349,0,0.5,0.309641,0,0.5,0.674883,0.558695,0,Interactive
hsa:4920,D03350,0,0.002123,0.001062,0.002123,0.002123,0.004246,0.003185,0,0.004246,0.001062,0.002123,0.001062,0.004246,0.002123,0.002123,0.001062,0,0,0,0.090909,0.227273,0,0.597117,0.426349,0,0.5,0.309641,0,0.5,0.674883,0.558695,0,Interactive
hsa:5140,D00227,0.0027,0.0018,0.0009,0.0018,0.009001,0.007201,0,0,0,0.0018,0,0.0018,0.0036,0.0027,0.0009,0,0,0,0.0027,0.090909,0.063636,0,0.343,0.897697,0.336963,0.2,0.038242,0,0.25,0.431112,0.432902,0,Interactive
hsa:2066,D01977,0.003098,0.000775,0.001549,0.000775,0.006971,0.004648,0.001549,0,0.000775,0.001549,0.002324,0.000775,0.001549,0.006197,0,0.002324,0,0.000775,0,0.090909,0.218182,0,0.601043,0.426349,0,0.4,0.267346,0,0.5,0.657047,0.544301,0,Interactive
hsa:760,D00658,0,0,0.007722,0.003861,0.011583,0.003861,0,0,0,0,0,0,0.003861,0.003861,0,0,0,0.015444,0,0.090909,0.063636,0.25,1,0.426349,0,0.35,0.0922,0,0,0.554615,0.529522,0,Interactive
hsa:57665,D00501,0,0.002985,0,0,0.01194,0.002985,0,0,0,0.002985,0,0,0,0.002985,0,0,0,0,0,0.090909,0.154545,0,0.42281,0.761614,0.468881,0.25,0.132408,0,0.25,0.492735,0.494573,0,Interactive
hsa:5742,D00127,0,0.001672,0.001672,0.005017,0.010033,0.010033,0.001672,0,0.001672,0.003344,0.001672,0,0,0.003344,0.001672,0,0,0.001672,0,0.090909,0.109091,0.125,0.457443,0.621597,0.528554,0.5,0.138963,0,0.25,0.630261,0.550612,0,Interactive
hsa:80339,D04028,0.004167,0,0,0,0.008333,0.010417,0.002083,0,0,0.004167,0.002083,0.002083,0.002083,0,0,0.002083,0.002083,0,0,0.090909,0.472727,0,0.48639,0.321432,0.736268,0.15,0.508008,0,0,0.4018,0.483801,0,Interactive
hsa:2261,D03218,0,0,0,0.002484,0.006211,0.002484,0.001242,0,0.001242,0.002484,0.002484,0.002484,0.004969,0.003727,0,0.001242,0,0,0,0.090909,0.154545,0.125,0.602828,0.502752,0.54443,0.6,0.225498,0,0.5,0.743266,0.531167,0,Interactive
hsa:1553,D00528,0,0,0,0.002028,0.008114,0.018256,0,0,0.004057,0.008114,0.006085,0,0.002028,0.006085,0,0,0,0,0,0.090909,0.081818,0,0.377391,0.983281,0.269295,0.2,0.044778,0,0.25,0.451708,0.461603,0,Interactive
hsa:670,D01223,0,0,0.003448,0,0,0.003448,0.003448,0,0,0,0,0.006897,0,0.003448,0,0,0.003448,0,0,0.090909,0.2,0,0.333744,0.539903,0.615905,0.25,0.210882,0,0,0.528922,0.508263,0,Interactive
hsa:5151,D01690,0.006614,0,0,0.003968,0.006614,0.005291,0,0,0.001323,0.003968,0.003968,0,0.003968,0,0,0,0,0,0,0.090909,0.218182,0,0.589925,0.51195,0.555986,0.4,0.218413,0,0,0.608567,0.553264,0,Interactive
hsa:5169,D00528,0.002288,0.001144,0,0.003432,0.010297,0.002288,0.002288,0,0.003432,0.005721,0,0.001144,0.004577,0.001144,0,0.001144,0.001144,0,0.001144,0.090909,0.081818,0,0.377391,0.983281,0.269295,0.2,0.044778,0,0.25,0.451708,0.461603,0,Interactive
hsa:759,D00340,0,0,0.007692,0.003846,0.003846,0,0,0,0.003846,0,0,0.003846,0.003846,0,0,0,0,0.007692,0,0.090909,0.063636,0.25,0.589817,0.426349,0,0.35,0.064471,0,0,0.523359,0.49318,0,Interactive
hsa:242,D00510,0.001429,0,0,0.001429,0.007143,0.007143,0.001429,0,0.002857,0.004286,0.001429,0,0.002857,0.005714,0,0,0,0.002857,0,0.090909,0.172727,0,0.65702,0.487191,0.743854,0.4,0.173625,0,0,0.587219,0.531255,0,Interactive
hsa:260293,D00528,0,0.001969,0.001969,0.003937,0.005906,0.005906,0.001969,0,0,0.001969,0.003937,0,0.005906,0,0.001969,0,0,0.001969,0,0.090909,0.081818,0,0.377391,0.983281,0.269295,0.2,0.044778,0,0.25,0.451708,0.461603,0,Interactive
hsa:231,D03807,0,0.006349,0,0,0.012698,0,0,0,0.003175,0.003175,0.003175,0,0.006349,0.003175,0,0,0,0.003175,0,0.181818,0.090909,0,0.614072,0.426349,0,0.45,0.178233,0,0,0.603137,0.556737,0,Interactive
hsa:1588,D03670,0.001992,0,0,0.001992,0.005976,0.007968,0.001992,0,0,0.001992,0,0,0.003984,0.003984,0,0,0,0,0,0.090909,0.436364,0,0.534911,0.392058,0.798422,0.25,0.63277,0,0,0.368364,0.431334,0,Interactive
hsa:5149,D00417,0,0,0,0,0.012195,0,0.012195,0,0,0.012195,0,0,0,0.012195,0,0,0,0,0,0.090909,0.072727,0,0.624491,0.569499,0.526602,0.3,0.098369,0,0.25,0.541595,0.408888,0,Interactive
hsa:3480,D03218,0.000732,0.000732,0.000732,0,0.007321,0.004392,0.002196,0.000732,0.000732,0.002196,0.00366,0.001464,0.001464,0.002196,0.001464,0.001464,0.001464,0,0,0.090909,0.154545,0.125,0.602828,0.502752,0.54443,0.6,0.225498,0,0.5,0.743266,0.531167,0,Interactive
