Protein,Drug,CN,CQ,WG,TH,GL,FL,GM,HM,PM,GF,VF,WS,DT,GT,RW,CW,GW,HW,WW,nAcid,nH1,nS1,MATS1c,MATS2m,GATS2i,nBondsD,Kier2,khs.dNH,khs.aaN,TpiPC,MWC8,SRW3,ClassLabel
hsa:3033,D00002,0,0,0,0,0.012121,0,0,0,0.006061,0.009091,0,0,0.009091,0,0,0,0.00303,0,0,0.090909,0.227273,0,0.401897,0.531784,0.534885,0.5,0.328674,0,0.75,0.621701,0.669261,0,Interactive
hsa:5743,D00130,0.001658,0.001658,0.001658,0.003317,0.008292,0.004975,0,0,0,0.006633,0.001658,0,0.003317,0,0,0,0,0.001658,0,0.181818,0.063636,0,0.450142,0.432402,0.508821,0.35,0.10931,0,0,0.652894,0.442682,0,Interactive
hsa:51172,D00501,0,0.007782,0,0,0.007782,0.005837,0,0,0,0.003891,0,0,0.001946,0.005837,0.001946,0,0.003891,0,0,0.090909,0.154545,0,0.42281,0.761614,0.468881,0.25,0.132408,0,0.25,0.492735,0.494573,0,Interactive
hsa:5140,D02008,0.0027,0.0018,0.0009,0.0018,0.009001,0.007201,0,0,0,0.0018,0,0.0018,0.0036,0.0027,0.0009,0,0,0,0.0027,0.090909,0.163636,0,0.549425,0.497517,0.541337,0.45,0.151223,0,0,0.768036,0.647732,0,Interactive
hsa:1579,D00410,0,0.001931,0.001931,0.003861,0.005792,0.005792,0,0,0,0,0.005792,0,0.007722,0,0.001931,0,0,0.003861,0,0.090909,0.118182,0,0.772193,0.57727,0.496911,0.35,0.10374,0,0.5,0.501018,0.428809,0,Interactive
hsa:2051,D04024,0.00098,0.002941,0,0.00098,0.007843,0.002941,0.00098,0,0,0.002941,0.00098,0.00098,0.004902,0.005882,0.001961,0,0.001961,0.00098,0,0.090909,0.236364,0.125,0.606884,0.426349,0,0.75,0.339731,0,0.5,0.717383,0.599009,0,Interactive
hsa:3376,D00065,0.001586,0.000793,0.000793,0.001586,0.005551,0.003965,0.001586,0.000793,0,0.001586,0.003965,0,0.001586,0.006344,0.001586,0.001586,0.001586,0,0.000793,0.181818,0.118182,0,0.278215,0.59902,0.770571,0.05,0.054898,0,0,0.078214,0.143509,0,Interactive
hsa:43,D00196,0,0,0,0,0.006525,0.013051,0.003263,0,0.001631,0.006525,0.003263,0.003263,0.006525,0.003263,0.001631,0,0,0.001631,0,0.090909,0.190909,0,0.380505,0.722257,0.430844,0.2,0.0922,0,0,0.575424,0.567977,0,Interactive
hsa:29785,D00225,0,0,0,0,0.007952,0.00994,0.001988,0,0.001988,0,0.005964,0,0.001988,0.017893,0.001988,0,0,0,0,0.090909,0.109091,0,0.628885,0.426349,0,0.45,0.122891,0,0.5,0.675874,0.543375,0,Interactive
hsa:1558,D01425,0.00409,0,0,0.002045,0.006135,0.010225,0.00409,0.002045,0,0,0.006135,0,0.002045,0.00818,0.002045,0,0,0,0,0.090909,0.427273,0,0.465083,0.456943,0.630209,0.6,0.481735,0,0,0.578448,0.599415,0,Interactive
hsa:4051,D00574,0,0.001927,0,0.001927,0.013487,0.009634,0,0,0.001927,0,0.00578,0.001927,0.003854,0.001927,0,0.001927,0,0,0.001927,0.090909,0.136364,0,0.403662,0.611163,0.602492,0.25,0.092205,0,0,0.468076,0.464114,0,Interactive
hsa:1636,D01119,0,0.000766,0.001533,0.001533,0.00613,0.003065,0,0.000766,0.000766,0.003065,0.001533,0.002299,0.003065,0.000766,0.001533,0.000766,0.004598,0,0.001533,0.181818,0.236364,0.25,0.508552,0.349198,0.616163,0.4,0.316568,0,0,0.530863,0.525007,0,Interactive
hsa:27115,D01332,0.004454,0,0,0.002227,0.004454,0.011136,0.004454,0.002227,0,0.002227,0,0.002227,0,0.004454,0,0,0,0.002227,0,0.090909,0.163636,0.125,0.884403,0.486497,0.435907,0.35,0.122891,0,0,0.670581,0.543749,0,Interactive
hsa:1846,D00184,0.002545,0.002545,0,0,0.005089,0.005089,0,0,0,0,0.002545,0,0,0.005089,0,0,0,0,0,0.090909,1,0,0.447,0.677396,0.65579,0.6,1,0,0,0.555928,0.739405,0,Interactive
hsa:1573,D00380,0,0.001996,0,0,0.005988,0.011976,0,0.003992,0.001996,0,0.001996,0,0.003992,0.005988,0.001996,0,0,0,0,0.090909,0.154545,0.125,0.259416,0.604853,0.547681,0.3,0.151402,0,0,0.423869,0.383899,0,Interactive
hsa:1558,D00252,0.00409,0,0,0.002045,0.006135,0.010225,0.00409,0.002045,0,0,0.006135,0,0.002045,0.00818,0.002045,0,0,0,0,0.090909,0.1,0,0.261809,0.446072,0.533889,0.4,0.098193,0,0,0.664074,0.481018,0,Interactive
hsa:4128,D02560,0,0,0,0.003802,0.005703,0.001901,0,0.001901,0.001901,0.005703,0,0.001901,0.001901,0.003802,0,0.001901,0,0,0,0.090909,0.145455,0,0.603997,0.426349,0,0.2,0.098193,0,0,0.541313,0.472261,0,Interactive
hsa:279,D00625,0.001961,0,0.003922,0,0.003922,0.001961,0,0.003922,0,0.013725,0.003922,0.001961,0.001961,0.005882,0.005882,0.001961,0.003922,0,0.001961,0.090909,0.154545,0,0.545831,0.168686,0.900828,0,0.088493,0,0,0.233131,0.376972,0,Interactive
hsa:1572,D00139,0,0,0.002041,0.002041,0.002041,0.014286,0.002041,0.002041,0.002041,0.002041,0,0,0.004082,0.004082,0.002041,0,0,0,0,0.090909,0.063636,0,0.567225,0.577553,0.441599,0.3,0.066289,0,0,0.664624,0.478889,0,Interactive
hsa:1559,D00964,0.00409,0,0,0.002045,0.002045,0.010225,0.00409,0.002045,0,0.00409,0.00409,0,0.002045,0.006135,0,0,0,0,0,0.090909,0.090909,0,0.706779,0.206119,0.461825,0.4,0.168592,0,0.5,0.662974,0.480272,0,Interactive
hsa:239,D00132,0,0.001511,0.001511,0.001511,0.009063,0.006042,0.001511,0,0.003021,0.001511,0.001511,0,0,0.003021,0.001511,0.003021,0,0.001511,0,0.181818,0.118182,0,0.480185,0.454584,0.548355,0.4,0.14026,0,0,0.562261,0.424348,0,Interactive
hsa:5147,D00501,0,0,0,0,0,0,0,0,0,0.013423,0,0,0,0.006711,0,0,0,0,0,0.090909,0.154545,0,0.42281,0.761614,0.468881,0.25,0.132408,0,0.25,0.492735,0.494573,0,Interactive
hsa:4914,D01977,0,0.001318,0,0.001318,0.017128,0.00527,0.002635,0.001318,0,0,0.003953,0.001318,0.002635,0,0.00527,0.002635,0.001318,0.001318,0,0.090909,0.218182,0,0.601043,0.426349,0,0.4,0.267346,0,0.5,0.657047,0.544301,0,Interactive
hsa:1558,D00542,0.00409,0,0,0.002045,0.006135,0.010225,0.00409,0.002045,0,0,0.006135,0,0.002045,0.00818,0.002045,0,0,0,0,0.090909,0,0,1,0.426349,0,0,0,0,0,0,0.109952,0,Interactive
hsa:5136,D00528,0,0,0,0,0.005618,0.001873,0.001873,0.001873,0,0.001873,0.003745,0.001873,0.001873,0.001873,0.003745,0,0,0.001873,0,0.090909,0.081818,0,0.377391,0.983281,0.269295,0.2,0.044778,0,0.25,0.451708,0.461603,0,Interactive
hsa:8529,D00542,0,0.001927,0.001927,0.001927,0.007707,0.007707,0.003854,0,0,0.001927,0.003854,0.001927,0.003854,0.001927,0,0,0,0,0,0.090909,0,0,1,0.426349,0,0,0,0,0,0,0.109952,0,Interactive
hsa:5321,D01223,0,0,0.001337,0,0.006684,0.002674,0.002674,0,0,0.002674,0.002674,0,0.001337,0.005348,0,0,0,0,0,0.090909,0.2,0,0.333744,0.539903,0.615905,0.25,0.210882,0,0,0.528922,0.508263,0,Interactive
hsa:1572,D01425,0,0,0.002041,0.002041,0.002041,0.014286,0.002041,0.002041,0.002041,0.002041,0,0,0.004082,0.004082,0.002041,0,0,0,0,0.090909,0.427273,0,0.465083,0.456943,0.630209,0.6,0.481735,0,0,0.578448,0.599415,0,Interactive
hsa:10846,D00227,0.001269,0,0.001269,0,0.006345,0.003807,0,0,0.001269,0.003807,0.002538,0,0.002538,0.005076,0,0,0,0.001269,0,0.090909,0.063636,0,0.343,0.897697,0.336963,0.2,0.038242,0,0.25,0.431112,0.432902,0,Interactive
hsa:1571,D00410,0.002033,0,0,0,0.004065,0.014228,0.002033,0,0,0.002033,0.002033,0,0.002033,0.004065,0,0,0,0,0,0.090909,0.118182,0,0.772193,0.57727,0.496911,0.35,0.10374,0,0.5,0.501018,0.428809,0,Interactive
hsa:5137,D01133,0,0,0,0,0.004739,0,0.00158,0,0,0.00158,0.00158,0.00158,0.00158,0.004739,0.00316,0,0,0,0,0.090909,0.154545,0,0.575005,0.580351,0.594208,0.45,0.161475,0,0.25,0.787425,0.538889,0,Interactive
hsa:1562,D00964,0.00409,0,0,0,0.00818,0.01227,0.002045,0.002045,0,0,0.002045,0,0,0.00409,0.002045,0,0,0,0,0.090909,0.090909,0,0.706779,0.206119,0.461825,0.4,0.168592,0,0.5,0.662974,0.480272,0,Interactive
hsa:84152,D00107,0,0,0,0,0.005988,0,0,0,0,0,0,0,0,0.005988,0,0,0,0,0,0.090909,0.618182,0,0.618324,0.516789,0.642413,0.35,0.558827,0,0,0.563976,0.690316,0,Interactive
hsa:766,D00538,0,0,0.004831,0,0.004831,0.004831,0,0.004831,0,0,0.004831,0,0,0.004831,0,0,0,0.009662,0,0.090909,0.063636,0.125,0.565008,0.058971,0.665876,0.3,0.053512,0,0.25,0.558658,0.40292,0,Interactive
hsa:63904,D00184,0,0,0,0,0,0.005291,0,0,0,0.005291,0.005291,0,0,0,0,0,0,0,0,0.090909,1,0,0.447,0.677396,0.65579,0.6,1,0,0,0.555928,0.739405,0,Interactive
hsa:1589,D00437,0,0,0,0,0.008097,0.008097,0.002024,0.002024,0,0.002024,0.002024,0.004049,0,0.006073,0,0,0,0.002024,0.002024,0.090909,0.154545,0,0.513685,0.77127,0.498282,0.4,0.197016,0,0,0.600503,0.551398,0,Interactive
hsa:1551,D00960,0,0.001992,0.001992,0.005976,0.003984,0.00996,0.003984,0,0.001992,0.001992,0.007968,0,0.003984,0.001992,0,0,0,0,0,0.090909,0.163636,0,0.70987,0.792168,0.390333,0.25,0.143728,0,0.5,0.59958,0.494537,0,Interactive
hsa:1558,D01071,0.00409,0,0,0.002045,0.006135,0.010225,0.00409,0.002045,0,0,0.006135,0,0.002045,0.00818,0.002045,0,0,0,0,0.090909,0.127273,0,0.377247,0.758204,0.453881,0.2,0.081928,0,0,0.384056,0.490437,0,Interactive
hsa:5143,D02042,0,0,0.001406,0.002813,0.008439,0.004219,0,0.001406,0.002813,0.002813,0.002813,0,0.007032,0,0,0,0,0,0,0.090909,0.081818,0,0.579592,0.583484,0.534743,0.35,0.104271,0,0.25,0.678028,0.483199,0,Interactive
hsa:1588,D00963,0.001992,0,0,0.001992,0.005976,0.007968,0.001992,0,0,0.001992,0,0,0.003984,0.003984,0,0,0,0,0,0.090909,0.209091,0,0.635543,0.636884,0.522478,0.25,0.083487,0,0,0.56309,0.616655,0,Interactive
hsa:5327,D00160,0.001783,0.005348,0.001783,0.001783,0.010695,0.001783,0,0,0,0.001783,0.003565,0.001783,0.005348,0.005348,0,0.003565,0,0,0,0.181818,0.118182,0,0.329607,0.304101,0.807379,0.05,0.113429,0,0,0.078214,0,0,Interactive
hsa:100,D00037,0,0,0,0,0.005525,0.005525,0.005525,0,0,0.002762,0,0.005525,0.005525,0,0,0,0,0,0,0.363636,0.063636,0,0.363121,0.679793,0.846811,0.15,0.084209,0,0,0.189707,0.311536,0,Interactive
hsa:1577,D03778,0,0,0.001996,0.003992,0.005988,0.011976,0.001996,0,0,0.003992,0.005988,0,0.005988,0.00998,0,0,0,0,0,0.090909,0.109091,0,0.694454,0.335392,0.544866,0.25,0.092205,0,0.25,0.582926,0.449793,0,Interactive
hsa:5138,D02731,0.002144,0.001072,0,0.002144,0.003215,0.004287,0,0.001072,0.001072,0.002144,0.003215,0.001072,0.002144,0.003215,0,0,0.001072,0.001072,0,0.090909,0.290909,0.125,0.554619,0.714635,0.632614,0.45,0.258454,0,0.25,0.67329,0.62331,0,Interactive
hsa:7155,D03899,0.001235,0.000617,0,0,0.00679,0.001852,0.001852,0.000617,0.001852,0.002469,0.002469,0.001235,0.002469,0.004938,0.000617,0,0.000617,0,0,0.090909,0.263636,0,0.587374,0.579728,0.561283,0.45,0.258462,0,0,0.744788,0.697822,0,Interactive
hsa:1956,D01441,0.002481,0.002481,0.001654,0.001654,0.00579,0.004963,0.001654,0,0.000827,0.001654,0,0.000827,0.001654,0.004136,0,0.002481,0,0.000827,0,0.090909,0.272727,0,0.555772,0.464794,0.533064,0.65,0.324126,0,0.75,0.722576,0.569741,0,Interactive
hsa:223,D00131,0.001934,0.001934,0,0,0.007737,0.005803,0.003868,0,0,0.003868,0.005803,0.001934,0.005803,0.007737,0,0,0,0,0,0.090909,0.172727,0.5,0.574559,0.954831,0.53357,0.1,0.191711,0,0,0.221004,0.285525,0,Interactive
hsa:3643,D04025,0.000724,0.002172,0,0.002896,0.007965,0.002896,0.002896,0.000724,0,0.002172,0.003621,0.002896,0.000724,0.002172,0.001448,0.001448,0.000724,0,0,0.090909,0.2,0,0.578911,0.491831,0.44763,0.55,0.309641,0,0.75,0.652575,0.525068,0,Interactive
hsa:22954,D00451,0,0.001534,0.001534,0,0.010736,0.006135,0.003067,0,0,0.003067,0.001534,0,0.001534,0.001534,0,0.001534,0,0,0,0.090909,0.190909,0.125,0.605126,0.428832,0.498568,0.3,0.132408,0,0,0.621978,0.460927,0,Interactive
hsa:1548,D00574,0,0,0,0,0.004057,0.018256,0.002028,0,0.004057,0.006085,0.008114,0,0.002028,0.006085,0,0,0,0,0,0.090909,0.136364,0,0.403662,0.611163,0.602492,0.25,0.092205,0,0,0.468076,0.464114,0,Interactive
hsa:279,D01346,0.001961,0,0.003922,0,0.003922,0.001961,0,0.003922,0,0.013725,0.003922,0.001961,0.001961,0.005882,0.005882,0.001961,0.003922,0,0.001961,0.181818,0.172727,0,0.40166,0.351334,0.660248,0.6,0.277245,0,0,0.582482,0.502061,0,Interactive
hsa:2048,D03218,0.003043,0,0,0.001014,0.004057,0.004057,0.003043,0.001014,0.001014,0.004057,0.004057,0.002028,0.002028,0.002028,0.001014,0.001014,0.002028,0,0,0.090909,0.154545,0.125,0.602828,0.502752,0.54443,0.6,0.225498,0,0.5,0.743266,0.531167,0,Interactive
hsa:260293,D00139,0,0.001969,0.001969,0.003937,0.005906,0.005906,0.001969,0,0,0.001969,0.003937,0,0.005906,0,0.001969,0,0,0.001969,0,0.090909,0.063636,0,0.567225,0.577553,0.441599,0.3,0.066289,0,0,0.664624,0.478889,0,Interactive
hsa:2066,D01441,0.003098,0.000775,0.001549,0.000775,0.006971,0.004648,0.001549,0,0.000775,0.001549,0.002324,0.000775,0.001549,0.006197,0,0.002324,0,0.000775,0,0.090909,0.272727,0,0.555772,0.464794,0.533064,0.65,0.324126,0,0.75,0.722576,0.569741,0,Interactive
hsa:7957,D00107,0.006329,0,0,0,0.006329,0.006329,0,0,0.003165,0,0,0,0.009494,0.003165,0.003165,0,0.006329,0.003165,0,0.090909,0.618182,0,0.618324,0.516789,0.642413,0.35,0.558827,0,0,0.563976,0.690316,0,Interactive
hsa:1576,D00225,0,0,0.001996,0.003992,0.003992,0.013972,0.003992,0,0,0.005988,0.005988,0,0.003992,0.003992,0,0,0,0,0,0.090909,0.109091,0,0.628885,0.426349,0,0.45,0.122891,0,0.5,0.675874,0.543375,0,Interactive
hsa:51181,D00410,0,0,0,0,0.004149,0.012448,0.004149,0,0,0.004149,0,0.004149,0,0.004149,0,0,0,0,0,0.090909,0.118182,0,0.772193,0.57727,0.496911,0.35,0.10374,0,0.5,0.501018,0.428809,0,Interactive
hsa:1562,D03781,0.00409,0,0,0,0.00818,0.01227,0.002045,0.002045,0,0,0.002045,0,0,0.00409,0.002045,0,0,0,0,0.090909,0.109091,0,0.630041,0.426349,0,0.45,0.132863,0,0.5,0.637275,0.516051,0,Interactive
hsa:25,D01441,0.000886,0,0,0,0.0062,0.002657,0.000886,0,0,0.000886,0.000886,0,0.004429,0.003543,0.000886,0.000886,0.000886,0,0,0.090909,0.272727,0,0.555772,0.464794,0.533064,0.65,0.324126,0,0.75,0.722576,0.569741,0,Interactive
hsa:55512,D00501,0.001529,0.001529,0,0.003058,0.007645,0.006116,0,0,0,0.001529,0.001529,0.001529,0.003058,0.003058,0,0,0,0,0,0.090909,0.154545,0,0.42281,0.761614,0.468881,0.25,0.132408,0,0.25,0.492735,0.494573,0,Interactive
hsa:5141,D01133,0,0.00113,0.00113,0.00226,0.00791,0.00339,0.00113,0.00113,0.00226,0.00226,0.00113,0,0.00452,0.00339,0,0,0,0,0,0.090909,0.154545,0,0.575005,0.580351,0.594208,0.45,0.161475,0,0.25,0.787425,0.538889,0,Interactive
hsa:590,D02729,0,0.001664,0.001664,0,0.006656,0.011647,0.001664,0,0,0.008319,0.004992,0.001664,0,0.006656,0.003328,0,0,0,0,0.090909,0.236364,0,0.642498,0.473237,0.456381,0.35,0.262877,0,0,0.545047,0.454437,0,Interactive
hsa:2806,D00332,0,0.002331,0.002331,0.004662,0.009324,0.004662,0.006993,0,0.002331,0.004662,0.002331,0,0.002331,0.002331,0,0,0,0,0.002331,0.181818,0.154545,0,0.373848,0.436653,0.685943,0.05,0.064902,0,0,0.198066,0.31339,0,Interactive
hsa:5033,D00018,0,0,0,0,0.001876,0.001876,0,0,0,0.005629,0.003752,0.001876,0.005629,0.003752,0,0,0,0,0,0.090909,0.063636,0,0.503479,0.35982,0.797022,0.1,0.051878,0,0,0.252622,0.355236,0,Interactive
hsa:1572,D00542,0,0,0.002041,0.002041,0.002041,0.014286,0.002041,0.002041,0.002041,0.002041,0,0,0.004082,0.004082,0.002041,0,0,0,0,0.090909,0,0,1,0.426349,0,0,0,0,0,0,0.109952,0,Interactive
hsa:1593,D00574,0,0,0,0,0.00566,0.007547,0,0.001887,0.001887,0.001887,0.001887,0,0.003774,0,0.003774,0,0.001887,0.001887,0,0.090909,0.136364,0,0.403662,0.611163,0.602492,0.25,0.092205,0,0,0.468076,0.464114,0,Interactive
hsa:5481,D00107,0,0,0,0,0.00542,0,0,0,0,0,0.00542,0,0,0.00271,0,0,0.00271,0,0,0.090909,0.618182,0,0.618324,0.516789,0.642413,0.35,0.558827,0,0,0.563976,0.690316,0,Interactive
hsa:1991,D03788,0.003759,0,0.003759,0.003759,0.011278,0.003759,0,0,0,0,0.003759,0,0,0.003759,0,0,0.003759,0,0,0.181818,0.190909,0.125,0.339928,0.676888,0.576928,0.55,0.248877,0,0,0.603827,0.530442,0,Interactive
hsa:10,D00448,0,0,0,0,0.00346,0.00346,0.00346,0,0,0.00692,0,0,0,0,0,0,0.00346,0,0,0.181818,0.118182,0.125,0.42549,0.384724,0.649933,0.65,0.225498,0,0.25,0.667831,0.514868,0,Interactive
hsa:2043,D01977,0.003046,0.001015,0,0.001015,0.00203,0.00203,0.003046,0,0.001015,0.00203,0.00203,0.00203,0.003046,0.00203,0.001015,0.001015,0.00203,0,0,0.090909,0.218182,0,0.601043,0.426349,0,0.4,0.267346,0,0.5,0.657047,0.544301,0,Interactive
hsa:1719,D00285,0,0,0,0,0,0.005376,0,0,0,0,0,0,0.005376,0,0,0,0,0,0,0.090909,0.154545,0,0.474769,0.715575,0.367733,0.3,0.16379,0,0.5,0.592599,0.462674,0,Interactive
hsa:4759,D00902,0,0.007916,0,0.007916,0.002639,0.007916,0,0,0,0,0.005277,0.007916,0.002639,0.005277,0,0,0,0,0,0.181818,0.172727,0,0.409286,0.447738,0.777303,0.2,0.202343,0.5,0,0.421979,0.480559,0,Interactive
hsa:27115,D01690,0.004454,0,0,0.002227,0.004454,0.011136,0.004454,0.002227,0,0.002227,0,0.002227,0,0.004454,0,0,0,0.002227,0,0.090909,0.218182,0,0.589925,0.51195,0.555986,0.4,0.218413,0,0,0.608567,0.553264,0,Interactive
hsa:50940,D02017,0,0.002049,0,0,0.004098,0,0.002049,0,0.002049,0.004098,0,0,0,0.004098,0.002049,0,0,0,0,0.090909,0.063636,0,0.343,0.897697,0.336963,0.2,0.038242,0,0.25,0.431112,0.432902,0,Interactive
hsa:5138,D02017,0.002144,0.001072,0,0.002144,0.003215,0.004287,0,0.001072,0.001072,0.002144,0.003215,0.001072,0.002144,0.003215,0,0,0.001072,0.001072,0,0.090909,0.063636,0,0.343,0.897697,0.336963,0.2,0.038242,0,0.25,0.431112,0.432902,0,Interactive
hsa:8399,D01223,0,0.006098,0,0,0.006098,0.006098,0,0,0,0,0,0,0,0.006098,0,0,0,0,0,0.090909,0.2,0,0.333744,0.539903,0.615905,0.25,0.210882,0,0,0.528922,0.508263,0,Interactive
hsa:7150,D04031,0.001309,0,0.001309,0,0.002618,0.002618,0.001309,0,0,0.002618,0.003927,0,0.002618,0.001309,0,0,0,0,0.001309,0.090909,0.127273,0,0.543274,0.660031,0.562755,0.5,0.151223,0,0.25,0.79857,0.659662,0,Interactive
hsa:2673,D00332,0.001433,0.001433,0.001433,0.001433,0.005731,0.005731,0,0,0,0.001433,0.002865,0,0.005731,0.002865,0.002865,0,0,0,0,0.181818,0.154545,0,0.373848,0.436653,0.685943,0.05,0.064902,0,0,0.198066,0.31339,0,Interactive
hsa:5143,D00231,0,0,0.001406,0.002813,0.008439,0.004219,0,0.001406,0.002813,0.002813,0.002813,0,0.007032,0,0,0,0,0,0,0.090909,0.072727,0,0.477016,0.373464,0.591243,0.3,0.075072,0,0.25,0.499768,0.357977,0,Interactive
hsa:10549,D03670,0,0,0,0.007407,0.007407,0.003704,0,0,0,0,0.003704,0,0,0.003704,0,0,0.007407,0,0,0.090909,0.436364,0,0.534911,0.392058,0.798422,0.25,0.63277,0,0,0.368364,0.431334,0,Interactive
hsa:7155,D01885,0.001235,0.000617,0,0,0.00679,0.001852,0.001852,0.000617,0.001852,0.002469,0.002469,0.001235,0.002469,0.004938,0.000617,0,0.000617,0,0,0.090909,0.336364,0,0.596552,0.540331,0.574344,0.45,0.324728,0,0,0.748054,0.714983,0,Interactive
hsa:2322,D04024,0.001008,0.002016,0,0.001008,0.00504,0.004032,0.001008,0,0.001008,0.004032,0.003024,0.001008,0.001008,0.004032,0,0.001008,0,0,0,0.090909,0.236364,0.125,0.606884,0.426349,0,0.75,0.339731,0,0.5,0.717383,0.599009,0,Interactive
hsa:11330,D00160,0.007491,0.003745,0.007491,0,0.003745,0,0,0,0,0.003745,0.003745,0,0.011236,0.003745,0.003745,0,0.003745,0,0.003745,0.181818,0.118182,0,0.329607,0.304101,0.807379,0.05,0.113429,0,0,0.078214,0,0,Interactive
hsa:5137,D00231,0,0,0,0,0.004739,0,0.00158,0,0,0.00158,0.00158,0.00158,0.00158,0.004739,0.00316,0,0,0,0,0.090909,0.072727,0,0.477016,0.373464,0.591243,0.3,0.075072,0,0.25,0.499768,0.357977,0,Interactive
hsa:2041,D01977,0,0.002051,0,0,0.013333,0.002051,0.001026,0,0.001026,0.001026,0.002051,0.002051,0.009231,0.006154,0.003077,0.001026,0.002051,0.001026,0.001026,0.090909,0.218182,0,0.601043,0.426349,0,0.4,0.267346,0,0.5,0.657047,0.544301,0,Interactive
hsa:5604,D01441,0.002551,0.002551,0,0.005102,0.010204,0.002551,0.002551,0.002551,0.002551,0.002551,0.005102,0.002551,0,0.007653,0,0,0.002551,0,0,0.090909,0.272727,0,0.555772,0.464794,0.533064,0.65,0.324126,0,0.75,0.722576,0.569741,0,Interactive
hsa:27115,D02731,0.004454,0,0,0.002227,0.004454,0.011136,0.004454,0.002227,0,0.002227,0,0.002227,0,0.004454,0,0,0,0.002227,0,0.090909,0.290909,0.125,0.554619,0.714635,0.632614,0.45,0.258454,0,0.25,0.67329,0.62331,0,Interactive
