Protein,Drug,LN,ED,DC,MH,GI,CL,VL,CT,CW,MY,VY,nAcid,nO,MATS7e,MATS1p,C1SP2,nHBDon_Lipinski,MLFER_A,nG12Ring,nT9Ring,RotBFrac,MWC7,SRW9,TSRW,WTPT.5,ClassLabel
hsa:146,D00426,0,0.001751,0.001751,0,0.001751,0,0.010508,0.003503,0.001751,0.001751,0.003503,0,0.125,0.53773,0.577158,0.25,0.058824,0.168997,0,0.25,0.142857,0.722824,0.815264,0.719554,0.44747,Interactive
hsa:1129,D02356,0,0.002151,0,0,0,0,0.008602,0.002151,0,0,0,0,0.25,0.569298,0.443989,0,0.058824,0.168997,0,0,0.464286,0.673047,0,0.675443,0.194012,Interactive
hsa:3356,D00563,0.004255,0.002128,0.002128,0.002128,0.004255,0.006383,0.006383,0,0,0,0.002128,0,0,0.520719,0.562249,0.25,0.058824,0.074772,0,0,0,0.623031,0.650476,0.594978,0.339053,Interactive
hsa:153,D00598,0,0,0,0.002101,0.002101,0.002101,0.010504,0.002101,0.002101,0,0.002101,0,0.1875,0.593604,0.577018,0,0.176471,0.172644,0,0,0.580745,0.43315,0.844242,0.4433,0.097559,Interactive
hsa:5739,D00079,0,0.002597,0,0,0.002597,0.007792,0.005195,0,0,0.002597,0,0.333333,0.3125,0.541908,0.708808,0.125,0.176471,0.374772,0,0,0.582857,0.485136,0.832296,0.463683,0,Interactive
hsa:3352,D00726,0.013298,0,0.00266,0,0.00266,0.00266,0.013298,0.00266,0.005319,0,0,0,0.125,0.580076,0.613592,0.125,0.235294,0.308815,0,0,0.485714,0.456628,0,0.449553,0.296397,Interactive
hsa:150,D00270,0.00431,0,0,0,0.002155,0.00431,0.006466,0.002155,0.002155,0,0.002155,0,0,0.580076,0.613592,0,0.058824,0.168997,0,0,0.21118,0.583729,0,0.572447,0.222951,Interactive
hsa:3269,D00494,0.006173,0.00823,0,0,0,0.006173,0.00823,0,0.002058,0,0,0,0,0.487998,0.63935,0,0.058824,0.121884,0,0,0.165584,0.581828,0,0.570641,0.222022,Interactive
hsa:5732,D03187,0.002801,0.002801,0.002801,0.002801,0,0.002801,0.019608,0.002801,0,0,0,0,0.3125,0.600637,0.652702,0.125,0.117647,0.196049,0,0,0.566667,0.618588,0.832296,0.648752,0,Interactive
hsa:2911,D00775,0.001676,0.002515,0,0.001676,0.004191,0.002515,0.005029,0.004191,0.001676,0.001676,0.001676,0,0.0625,0.477209,0.732816,0,0.117647,0.244073,0,0.25,0.151786,0.449174,0.810596,0.452078,0.190077,Interactive
hsa:3356,D00726,0.004255,0.002128,0.002128,0.002128,0.004255,0.006383,0.006383,0,0,0,0.002128,0,0.125,0.580076,0.613592,0.125,0.235294,0.308815,0,0,0.485714,0.456628,0,0.449553,0.296397,Interactive
hsa:1128,D00283,0,0.002179,0.002179,0,0.002179,0,0.010893,0.002179,0,0,0,0,0,0.580076,0.613592,0.125,0.117647,0.074772,0,0,0.046703,0.631555,0.640982,0.606959,0.446157,Interactive
hsa:554,D01994,0.002703,0,0.002703,0,0.002703,0.002703,0.016216,0.005405,0.005405,0.002703,0.002703,0,0.1875,0.580076,0.613592,0.125,0.235294,0.21459,0,0,0.313364,0.616281,0,0.611251,0.307315,NonInteractive
hsa:3361,D02007,0,0,0,0,0.002809,0,0.016854,0.002809,0.002809,0,0.002809,0,0.25,0.46411,0.588712,0.625,0.294118,0.58541,0,0,0.346939,0.615305,0.903376,0.595411,0.608146,NonInteractive
hsa:10800,D00523,0,0,0,0,0.005952,0,0.014881,0.002976,0,0,0.008929,0.666667,0.0625,0.532656,0.635905,0.375,0.058824,0.240729,0,0,0.236111,0.752403,0.938181,0.739205,0.636729,NonInteractive
hsa:2846,D00270,0.00813,0,0,0,0.00271,0.00271,0.01084,0.00271,0,0.00271,0.00542,0,0,0.580076,0.613592,0,0.058824,0.168997,0,0,0.21118,0.583729,0,0.572447,0.222951,NonInteractive
hsa:552,D00422,0.002398,0.002398,0.004796,0.002398,0.002398,0,0.014388,0,0.007194,0,0,0,0.1875,0.555874,0.593262,0.25,0.176471,0.22766,0,0,0.578231,0.388951,0.78103,0.367472,0.399318,NonInteractive
hsa:134,D01227,0.006154,0.003077,0,0,0.003077,0.003077,0.015385,0,0.003077,0,0.006154,0,0.375,0.497719,0.460137,0.75,0.117647,0.355015,0,0,0.318027,0.764841,0,0.764599,0.5318,NonInteractive
hsa:6751,D00780,0.002564,0.002564,0,0,0,0.010256,0.012821,0.002564,0.002564,0,0,0,0.3125,0.580076,0.613592,0.5,0.235294,0.424316,0,1,0.148688,0.963232,0.975665,0.95421,0.561475,NonInteractive
hsa:2917,D01652,0.002188,0.004376,0,0,0.003282,0,0.00547,0.004376,0.001094,0.002188,0.003282,0,0.125,0.580076,0.613592,0.375,0,0.168997,0,0,0.173469,0.741073,0.908717,0.714026,0.551778,NonInteractive
hsa:3351,D01925,0.002571,0.002571,0,0,0.002571,0,0.002571,0.005141,0.005141,0.002571,0.007712,0,0.3125,0.413959,0.507258,0.625,0.294118,0.54924,0,0,0.313364,0.659156,0.850647,0.648935,0.717128,NonInteractive
hsa:2917,D01745,0.002188,0.004376,0,0,0.003282,0,0.00547,0.004376,0.001094,0.002188,0.003282,0,0.125,0.580076,0.613592,0,0.176471,0.041337,0,0.5,0.178571,0.729351,0.919687,0.71926,0.566545,NonInteractive
hsa:2916,D01925,0,0.003425,0,0.001142,0.003425,0.001142,0.005708,0.002283,0.001142,0.001142,0.002283,0,0.3125,0.413959,0.507258,0.625,0.294118,0.54924,0,0,0.313364,0.659156,0.850647,0.648935,0.717128,NonInteractive
hsa:7201,D01332,0.015113,0,0,0,0.005038,0.005038,0.010076,0.002519,0,0,0.002519,0,0.0625,0.520696,0.709076,0.125,0.058824,0.168997,0,0,0,0.649791,0.819755,0.617099,0.109549,NonInteractive
hsa:64805,D01603,0.002933,0,0.002933,0,0,0.002933,0.005865,0.005865,0,0.002933,0,0,0,0.472787,0.535708,0,0.176471,0.195441,0,0,0.373626,0.203643,0,0.191374,0.288115,NonInteractive
hsa:1814,D00356,0.010025,0,0,0,0,0,0.015038,0.002506,0.002506,0,0.005013,0,0.3125,0.567432,0.678048,0.125,0.176471,0.483587,0,0,0.53125,0.571363,0.832296,0.559142,0,NonInteractive
hsa:185,D00682,0.00838,0.002793,0.005587,0,0.00838,0.005587,0.005587,0,0,0,0.002793,0.333333,0.3125,0.53683,0.727608,0.125,0.235294,0.66231,0,0,0.56044,0.521757,0.832296,0.513781,0,NonInteractive
hsa:5031,D00227,0.006116,0,0,0,0.006116,0.006116,0.009174,0.006116,0,0,0.009174,0,0.125,1,0.186961,0.25,0.058824,0.294529,0,0.25,0,0.478253,0.789848,0.48173,0.425241,NonInteractive
hsa:2915,D00613,0.000848,0.000848,0,0.001696,0.005089,0.002545,0.001696,0.003393,0.001696,0.000848,0.001696,0,0.1875,0.580076,0.613592,0,0.294118,0.587842,0,0,0.052795,0.599181,0.619369,0.582127,0.1045,NonInteractive
hsa:8843,D00503,0.002591,0,0,0,0.005181,0.007772,0.007772,0,0,0,0.005181,0,0.0625,0.580076,0.613592,0,0.176471,0.105471,0,0,0.242857,0.651263,0,0.643447,0.354536,NonInteractive
hsa:6751,D00607,0.002564,0.002564,0,0,0,0.010256,0.012821,0.002564,0.002564,0,0,0,0.125,0.563942,0.55634,0,0.235294,0.202128,0,0,0.227679,0.428142,0.812953,0.427935,0.261615,NonInteractive
hsa:1910,D05341,0.004535,0.002268,0,0,0.00907,0.013605,0.015873,0,0.004535,0,0.002268,0.333333,0.125,0.571213,0.592596,0.125,0.058824,0.34772,0,0,1,0.120637,0,0.077743,0,NonInteractive
hsa:9052,D05341,0,0.005618,0,0,0.008427,0.002809,0.014045,0,0,0,0,0.333333,0.125,0.571213,0.592596,0.125,0.058824,0.34772,0,0,1,0.120637,0,0.077743,0,NonInteractive
hsa:2914,D01713,0,0.003293,0,0.002195,0.005488,0.002195,0.005488,0.003293,0.001098,0.001098,0.003293,0,0,0.570427,0.68367,0,0.117647,0.222796,0,0,0,0.629285,0.839979,0.596803,0.311939,NonInteractive
hsa:6753,D01022,0.004796,0.004796,0,0,0.002398,0.004796,0.014388,0,0.002398,0,0.004796,0,0.0625,0.634433,0.67095,0.125,0.176471,0.335258,0,0,0.182143,0.552917,0.745791,0.556785,0.204636,NonInteractive
hsa:4986,D00528,0.002639,0.005277,0,0,0.002639,0.002639,0.010554,0,0.002639,0,0.005277,0,0.125,0.74402,0.089367,0.25,0,0.168997,0,0.25,0,0.519597,0.815264,0.519801,0.432169,NonInteractive
hsa:4543,D01745,0.008596,0,0,0,0.002865,0.002865,0.020057,0.005731,0.002865,0,0.002865,0,0.125,0.580076,0.613592,0,0.176471,0.041337,0,0.5,0.178571,0.729351,0.919687,0.71926,0.566545,NonInteractive
hsa:3357,D02358,0,0,0,0.002083,0.010417,0,0.010417,0,0,0.002083,0.002083,0,0.1875,0.584092,0.510142,0,0.176471,0.172644,0,0,0.575188,0.341821,0,0.324518,0.097557,NonInteractive
hsa:1812,D00410,0.008989,0.002247,0,0,0.002247,0,0.006742,0,0.002247,0,0.002247,0,0.0625,0.61542,0.558234,0.5,0,0.168997,0,0,0.202381,0.47968,0,0.487527,0.203669,NonInteractive
hsa:6755,D02374,0.002755,0,0,0,0,0.008264,0.030303,0,0.002755,0,0,0,0.25,0.600056,0.524791,0.125,0.176471,0.172644,0,0,0.441558,0.501569,0,0.495547,0.097542,NonInteractive
hsa:3362,D00613,0.004556,0,0.002278,0,0.004556,0.004556,0.01139,0.002278,0,0,0,0,0.1875,0.580076,0.613592,0,0.294118,0.587842,0,0,0.052795,0.599181,0.619369,0.582127,0.1045,NonInteractive
hsa:10800,D00673,0,0,0,0,0.005952,0,0.014881,0.002976,0,0,0.008929,0,0.1875,0.555874,0.593262,0.25,0.176471,0.22766,0,0,0.578231,0.388951,0.78103,0.367472,0.399318,NonInteractive
hsa:554,D01022,0.002703,0,0.002703,0,0.002703,0.002703,0.016216,0.005405,0.005405,0.002703,0.002703,0,0.0625,0.634433,0.67095,0.125,0.176471,0.335258,0,0,0.182143,0.552917,0.745791,0.556785,0.204636,NonInteractive
hsa:5032,D00838,0.008043,0.002681,0,0,0.002681,0.002681,0.010724,0,0,0,0,0,0.0625,0.516497,0.833219,0,0.235294,0.334043,0,0,0,0.604291,0,0.602599,0.087698,NonInteractive
hsa:338442,D04034,0.002762,0,0,0,0.005525,0.008287,0.005525,0,0,0,0.005525,0.333333,0.25,0.537517,0.843566,0.125,0.176471,0.677812,0,0,0.186813,0.608257,0,0.590681,0,NonInteractive
hsa:6751,D00674,0.002564,0.002564,0,0,0,0.010256,0.012821,0.002564,0.002564,0,0,0,0.125,0.567404,0.558063,0.125,0.176471,0.38997,0,0.25,0.242857,0.599053,0.815264,0.594273,0.306755,NonInteractive
hsa:3363,D00295,0.002252,0,0,0.002252,0.006757,0.004505,0.002252,0.002252,0.002252,0.002252,0,0,0,0.570397,0.596772,0,0.176471,0.347416,0,0,0.5,0.30961,0.77794,0.29419,0.579022,NonInteractive
hsa:2550,D00283,0.003125,0.003125,0,0,0.005208,0.003125,0.00625,0.001042,0,0,0.002083,0,0,0.580076,0.613592,0.125,0.117647,0.074772,0,0,0.046703,0.631555,0.640982,0.606959,0.446157,NonInteractive
hsa:1128,D01712,0,0.002179,0.002179,0,0.002179,0,0.010893,0.002179,0,0,0,0,0.125,1,0.186961,0.25,0.058824,0.294529,0,0.25,0,0.478253,0.789848,0.48173,0.425241,NonInteractive
hsa:6915,D03654,0.002924,0,0,0,0.005848,0,0.011696,0,0.002924,0,0.005848,0,0.125,0.576373,0.683194,0.125,0.176471,0.306383,0,0.25,0.236111,0.759298,0.868023,0.749545,0.201023,NonInteractive
hsa:222545,D02150,0.006486,0.001081,0.001081,0.001081,0.005405,0.002162,0.004324,0.004324,0,0,0,0,0.1875,0.558204,0.790941,0,0.294118,0.453495,0,0,0.32381,0.34345,0,0.342184,0.097785,NonInteractive
hsa:10800,D00400,0,0,0,0,0.005952,0,0.014881,0.002976,0,0,0.008929,1,0.1875,0.51677,0.641669,0.375,0.117647,0.392401,0,0,0.392857,0.673755,0.749822,0.656262,0.527214,NonInteractive
hsa:3363,D01441,0.002252,0,0,0.002252,0.006757,0.004505,0.002252,0.002252,0.002252,0.002252,0,0,0.0625,0.598865,0.570878,0.5,0.235294,0.047112,0,0,0.236934,0.708752,0,0.704747,0.753114,NonInteractive
hsa:6753,D01352,0.004796,0.004796,0,0,0.002398,0.004796,0.014388,0,0.002398,0,0.004796,0.333333,0.3125,0.542518,0.733816,0.125,0.235294,0.66231,0,0,0.582857,0.485136,0.832296,0.463683,0,NonInteractive
hsa:1813,D02342,0.00905,0.002262,0.002262,0,0,0,0.011312,0.006787,0.002262,0,0.006787,0,0.25,0.520883,0.463342,0,0.176471,0.172644,0,0,0.63354,0.388058,0,0.372611,0.097559,NonInteractive
hsa:5031,D06396,0.006116,0,0,0,0.006116,0.006116,0.009174,0.006116,0,0,0.009174,0,0.125,0.580076,0.613592,0.125,0.235294,0.355927,0,0,0.202381,0.586292,0,0.586283,0.308286,NonInteractive
hsa:3362,D01454,0.004556,0,0.002278,0,0.004556,0.004556,0.01139,0.002278,0,0,0,0,0.125,0.580076,0.613592,0,0.176471,0.172644,0,0,0.404762,0.389715,0,0.402485,0.097675,NonInteractive
hsa:148,D01269,0.002151,0.002151,0,0,0.002151,0.002151,0.015054,0.006452,0.002151,0.002151,0.002151,0,0.125,0.440273,0.589359,0,0.058824,0.121884,0,0,0.156682,0.698333,0,0.698195,0.237856,NonInteractive
hsa:1132,D01352,0.002092,0,0,0,0,0,0.008368,0,0,0,0.002092,0.333333,0.3125,0.542518,0.733816,0.125,0.235294,0.66231,0,0,0.582857,0.485136,0.832296,0.463683,0,NonInteractive
hsa:5032,D01352,0.008043,0.002681,0,0,0.002681,0.002681,0.010724,0,0,0,0,0.333333,0.3125,0.542518,0.733816,0.125,0.235294,0.66231,0,0,0.582857,0.485136,0.832296,0.463683,0,NonInteractive
hsa:2914,D03654,0,0.003293,0,0.002195,0.005488,0.002195,0.005488,0.003293,0.001098,0.001098,0.003293,0,0.125,0.576373,0.683194,0.125,0.176471,0.306383,0,0.25,0.236111,0.759298,0.868023,0.749545,0.201023,NonInteractive
hsa:3352,D00682,0.013298,0,0.00266,0,0.00266,0.00266,0.013298,0.00266,0.005319,0,0,0.333333,0.3125,0.53683,0.727608,0.125,0.235294,0.66231,0,0,0.56044,0.521757,0.832296,0.513781,0,NonInteractive
hsa:5724,D02578,0,0,0,0,0.002933,0.005865,0.014663,0.002933,0,0,0.005865,0,0.125,0.568852,0.578555,0.125,0.058824,0.280851,0,0,0.319549,0.460995,0,0.452095,0.098704,NonInteractive
hsa:64805,D02279,0.002933,0,0.002933,0,0,0.002933,0.005865,0.005865,0,0.002933,0,0.333333,0.125,0.59863,0.805802,0.125,0.411765,0.273556,0,0,0.674603,0.005797,0,0,0.165245,NonInteractive
hsa:2918,D00574,0.001103,0.002205,0,0.001103,0.003308,0,0.002205,0.002205,0.001103,0.002205,0.00441,0,0.125,0.556158,0.736599,0.25,0.176471,0.512462,0,0,0.134921,0.528149,0,0.538004,0.186731,NonInteractive
hsa:5031,D04006,0.006116,0,0,0,0.006116,0.006116,0.009174,0.006116,0,0,0.009174,0,0.125,0.532579,0.390206,0.25,0.117647,0.526748,0,0.25,0.161905,0.463806,0.789848,0.45542,0.426522,NonInteractive
hsa:2911,D00301,0.001676,0.002515,0,0.001676,0.004191,0.002515,0.005029,0.004191,0.001676,0.001676,0.001676,0,0.125,0.520971,0.617587,0.125,0.058824,0.168997,0,0,0.295367,0.745911,0,0.745945,0.203736,NonInteractive
hsa:2550,D03621,0.003125,0.003125,0,0,0.005208,0.003125,0.00625,0.001042,0,0,0.002083,0,0,0.581478,0.594826,0,0.117647,0.074772,0,0,0.165584,0.523162,0,0.503846,0.228284,NonInteractive
hsa:4985,D00227,0.002695,0,0,0,0.002695,0,0.013477,0.002695,0.002695,0,0,0,0.125,1,0.186961,0.25,0.058824,0.294529,0,0.25,0,0.478253,0.789848,0.48173,0.425241,NonInteractive
