Protein,Drug,LN,ED,DC,MH,GI,CL,VL,CT,CW,MY,VY,nAcid,nO,MATS7e,MATS1p,C1SP2,nHBDon_Lipinski,MLFER_A,nG12Ring,nT9Ring,RotBFrac,MWC7,SRW9,TSRW,WTPT.5,ClassLabel
hsa:154,D00513,0.002427,0.004854,0,0.002427,0.004854,0.004854,0.007282,0,0.002427,0,0.004854,0,0.125,0.558162,0.634936,0.125,0.235294,0.28541,0,0.25,0.383459,0.444315,0.786981,0.432792,0.202032,Interactive
hsa:3354,D00451,0.002747,0.002747,0,0,0,0,0.002747,0.008242,0,0,0,0,0.125,0.694699,0.514835,0.125,0.176471,0.38997,0,0.25,0.346939,0.526686,0.812953,0.521765,0.298512,Interactive
hsa:6010,D05341,0.005764,0,0,0,0.002882,0,0.008646,0,0.002882,0,0,0.333333,0.125,0.571213,0.592596,0.125,0.058824,0.34772,0,0,1,0.120637,0,0.077743,0,Interactive
hsa:154,D02338,0.002427,0.004854,0,0.002427,0.004854,0.004854,0.007282,0,0.002427,0,0.004854,0,0.25,0.712531,0.576757,0.125,0.235294,0.144985,0,0,0.556548,0.482796,0,0.466874,0.20071,Interactive
hsa:135,D02884,0.004866,0.002433,0.002433,0,0.002433,0.004866,0.024331,0,0.007299,0.002433,0.007299,0,0.125,1,0.186961,0.25,0.058824,0.294529,0,0.25,0,0.478253,0.789848,0.48173,0.425241,Interactive
hsa:146,D00996,0,0.001751,0.001751,0,0.001751,0,0.010508,0.003503,0.001751,0.001751,0.003503,0,0.1875,0.534572,0.838335,0,0.294118,0.453495,0,0,0.28022,0.307127,0,0.307471,0.091922,Interactive
hsa:152,D02076,0.004338,0,0,0,0.002169,0.002169,0.010846,0.002169,0.002169,0,0.004338,0,0,0.580076,0.613592,0.25,0.117647,0.278419,0,0,0.12782,0.498191,0.745791,0.491853,0.520128,Interactive
hsa:1813,D00283,0.00905,0.002262,0.002262,0,0,0,0.011312,0.006787,0.002262,0,0.006787,0,0,0.580076,0.613592,0.125,0.117647,0.074772,0,0,0.046703,0.631555,0.640982,0.606959,0.446157,Interactive
hsa:153,D02910,0,0,0,0.002101,0.002101,0.002101,0.010504,0.002101,0.002101,0,0.002101,0,0.1875,0.567542,0.600189,0,0.058824,0.121884,0,0.25,0.404762,0.690101,0.839979,0.672562,0.109293,Interactive
hsa:3356,D02354,0.004255,0.002128,0.002128,0.002128,0.004255,0.006383,0.006383,0,0,0,0.002128,0,0,0.571418,0.667888,0,0.117647,0.074772,0,0,0.242857,0.652511,0,0.64354,0.347816,Interactive
hsa:1132,D02070,0.002092,0,0,0,0,0,0.008368,0,0,0,0.002092,0,0.1875,0.511667,0.556108,0.125,0.058824,0.197872,0,0,0.21118,0.603721,0.852335,0.614672,0.118617,Interactive
hsa:3356,D00283,0.004255,0.002128,0.002128,0.002128,0.004255,0.006383,0.006383,0,0,0,0.002128,0,0,0.580076,0.613592,0.125,0.117647,0.074772,0,0,0.046703,0.631555,0.640982,0.606959,0.446157,Interactive
hsa:8843,D00726,0.002591,0,0,0,0.005181,0.007772,0.007772,0,0,0,0.005181,0,0.125,0.580076,0.613592,0.125,0.235294,0.308815,0,0,0.485714,0.456628,0,0.449553,0.296397,Interactive
hsa:6751,D00442,0.002564,0.002564,0,0,0,0.010256,0.012821,0.002564,0.002564,0,0,0,0.625,0.468163,0.824736,1,1,1,1,0.25,0.307619,0.889276,0.812953,0.877027,1,Interactive
hsa:150,D00281,0.00431,0,0,0,0.002155,0.00431,0.006466,0.002155,0.002155,0,0.002155,0,0,0.580076,0.613592,0,0.117647,0.317021,0,0,0.080952,0.379507,0.745791,0.37341,0.309316,Interactive
hsa:154,D02066,0.002427,0.004854,0,0.002427,0.004854,0.004854,0.007282,0,0.002427,0,0.004854,0,0.1875,0.558204,0.790941,0,0.294118,0.453495,0,0,0.32381,0.34345,0,0.342184,0.097785,Interactive
hsa:5031,D00528,0.006116,0,0,0,0.006116,0.006116,0.009174,0.006116,0,0,0.009174,0,0.125,0.74402,0.089367,0.25,0,0.168997,0,0.25,0,0.519597,0.815264,0.519801,0.432169,Interactive
hsa:1129,D02354,0,0.002151,0,0,0,0,0.008602,0.002151,0,0,0,0,0,0.571418,0.667888,0,0.117647,0.074772,0,0,0.242857,0.652511,0,0.64354,0.347816,Interactive
hsa:136,D04006,0,0,0,0,0.006042,0.009063,0.018127,0.006042,0.003021,0,0.006042,0,0.125,0.532579,0.390206,0.25,0.117647,0.526748,0,0.25,0.161905,0.463806,0.789848,0.45542,0.426522,Interactive
hsa:134,D00528,0.006154,0.003077,0,0,0.003077,0.003077,0.015385,0,0.003077,0,0.006154,0,0.125,0.74402,0.089367,0.25,0,0.168997,0,0.25,0,0.519597,0.815264,0.519801,0.432169,Interactive
hsa:1812,D00454,0.008989,0.002247,0,0,0.002247,0,0.006742,0,0.002247,0,0.002247,0,0,0.521593,0.634856,0.25,0.117647,0.074772,0,0,0.048571,0.631613,0.836199,0.601412,0.4456,Interactive
hsa:1812,D00059,0.008989,0.002247,0,0,0.002247,0,0.006742,0,0.002247,0,0.002247,0.333333,0.25,0.712807,1,0.125,0.352941,0.527356,0,0,0.260204,0.326448,0,0.330113,0.084165,Interactive
hsa:1129,D03621,0,0.002151,0,0,0,0,0.008602,0.002151,0,0,0,0,0,0.581478,0.594826,0,0.117647,0.074772,0,0,0.165584,0.523162,0,0.503846,0.228284,Interactive
hsa:3356,D02357,0.004255,0.002128,0.002128,0.002128,0.004255,0.006383,0.006383,0,0,0,0.002128,0,0.125,0.52901,0.633353,0.25,0.176471,0.31155,0,0.5,0.20936,0.725015,0.839979,0.709875,0.327863,Interactive
hsa:1813,D00780,0.00905,0.002262,0.002262,0,0,0,0.011312,0.006787,0.002262,0,0.006787,0,0.3125,0.580076,0.613592,0.5,0.235294,0.424316,0,1,0.148688,0.963232,0.975665,0.95421,0.561475,Interactive
hsa:146,D00281,0,0.001751,0.001751,0,0.001751,0,0.010508,0.003503,0.001751,0.001751,0.003503,0,0,0.580076,0.613592,0,0.117647,0.317021,0,0,0.080952,0.379507,0.745791,0.37341,0.309316,Interactive
hsa:136,D00371,0,0,0,0,0.006042,0.009063,0.018127,0.006042,0.003021,0,0.006042,0,0.125,1,0.186961,0.25,0.058824,0.294529,0,0.25,0,0.478253,0.789848,0.48173,0.425241,Interactive
hsa:154,D00235,0.002427,0.004854,0,0.002427,0.004854,0.004854,0.007282,0,0.002427,0,0.004854,0,0.1875,0.658052,0.646357,0.125,0.294118,0.31003,0,0,0.511278,0.356605,0,0.343322,0.179076,Interactive
hsa:8843,D00499,0.002591,0,0,0,0.005181,0.007772,0.007772,0,0,0,0.005181,0,0.1875,0.274197,0.556051,0.25,0.117647,0.655623,0,0,0.303571,0.506915,0,0.524284,0.201174,Interactive
hsa:1128,D00646,0,0.002179,0.002179,0,0.002179,0,0.010893,0.002179,0,0,0,0,0.0625,0.559682,0.637988,0,0.117647,0.334043,0,0,0.34,0.557301,0,0.547041,0.111293,Interactive
hsa:152,D00606,0.004338,0,0,0,0.002169,0.002169,0.010846,0.002169,0.002169,0,0.004338,0,0.0625,0.580076,0.613592,0.125,0.235294,0.33465,0,0,0.32381,0.350025,0,0.349322,0.258993,Interactive
hsa:148,D01603,0.002151,0.002151,0,0,0.002151,0.002151,0.015054,0.006452,0.002151,0.002151,0.002151,0,0,0.472787,0.535708,0,0.176471,0.195441,0,0,0.373626,0.203643,0,0.191374,0.288115,Interactive
hsa:1815,D02361,0.004785,0.002392,0.007177,0,0,0,0.011962,0.002392,0.002392,0,0.004785,0,0.0625,0.511845,0.636816,0,0.058824,0.121884,0,0,0.233516,0.638662,0,0.6257,0.222457,Interactive
hsa:3358,D00283,0.006565,0,0,0.002188,0.006565,0.002188,0.013129,0,0,0,0.002188,0,0,0.580076,0.613592,0.125,0.117647,0.074772,0,0,0.046703,0.631555,0.640982,0.606959,0.446157,Interactive
hsa:3577,D00394,0.011461,0.002865,0,0.002865,0.002865,0.005731,0.011461,0,0.005731,0,0.002865,0,0,0.566329,0.570603,0,0.058824,0.168997,0,0,0.202381,0.581896,0.640982,0.552401,0.222361,Interactive
hsa:1131,D00113,0.001698,0.001698,0,0,0.001698,0,0.005093,0,0,0,0,0,0.1875,0.439462,0.624222,0.125,0.117647,0.091185,0,0,0.263975,0.56689,0.830296,0.562059,0.112121,Interactive
hsa:147,D00609,0.001927,0.001927,0,0,0.001927,0.003854,0.011561,0.001927,0.001927,0.001927,0.001927,0,0.25,0.655386,0.392985,0.375,0.117647,0.244073,0,0,0.195853,0.685024,0.749822,0.676429,0.538856,Interactive
hsa:151,D00136,0.004454,0.004454,0,0,0,0.002227,0.013363,0.002227,0.002227,0,0.004454,0,0.125,0.580076,0.613592,0,0.117647,0.27386,0,0,0.260204,0.597114,0,0.605736,0.116942,Interactive
hsa:3577,D00139,0.011461,0.002865,0,0.002865,0.002865,0.005731,0.011461,0,0.005731,0,0.002865,0,0.25,0.601815,0.446785,0.25,0,0.168997,0,0.25,0.06746,0.548849,0.786981,0.537758,0,Interactive
hsa:3358,D02361,0.006565,0,0,0.002188,0.006565,0.002188,0.013129,0,0,0,0.002188,0,0.0625,0.511845,0.636816,0,0.058824,0.121884,0,0,0.233516,0.638662,0,0.6257,0.222457,Interactive
hsa:1812,D02671,0.008989,0.002247,0,0,0.002247,0,0.006742,0,0.002247,0,0.002247,0,0.0625,0.543698,0.658845,0,0.058824,0.168997,0,0,0.167488,0.664465,0,0.657674,0.233113,Interactive
hsa:3362,D00726,0.004556,0,0.002278,0,0.004556,0.004556,0.01139,0.002278,0,0,0,0,0.125,0.580076,0.613592,0.125,0.235294,0.308815,0,0,0.485714,0.456628,0,0.449553,0.296397,Interactive
hsa:146,D02356,0,0.001751,0.001751,0,0.001751,0,0.010508,0.003503,0.001751,0.001751,0.003503,0,0.25,0.569298,0.443989,0,0.058824,0.168997,0,0,0.464286,0.673047,0,0.675443,0.194012,Interactive
hsa:3357,D00283,0,0,0,0.002083,0.010417,0,0.010417,0,0,0.002083,0.002083,0,0,0.580076,0.613592,0.125,0.117647,0.074772,0,0,0.046703,0.631555,0.640982,0.606959,0.446157,Interactive
hsa:1910,D01227,0.004535,0.002268,0,0,0.00907,0.013605,0.015873,0,0.004535,0,0.002268,0,0.375,0.497719,0.460137,0.75,0.117647,0.355015,0,0,0.318027,0.764841,0,0.764599,0.5318,Interactive
hsa:1812,D00790,0.008989,0.002247,0,0,0.002247,0,0.006742,0,0.002247,0,0.002247,0,0,0.580076,0.613592,0,0.058824,0.168997,0,0,0.158385,0.583729,0,0.572447,0.10141,Interactive
hsa:185,D00522,0.00838,0.002793,0.005587,0,0.00838,0.005587,0.005587,0,0,0,0.002793,1,0.1875,0.544295,0.643194,0.25,0.117647,0.419453,0,0.25,0.22973,0.753108,0.885746,0.733711,0.639946,Interactive
hsa:147,D01022,0.001927,0.001927,0,0,0.001927,0.003854,0.011561,0.001927,0.001927,0.001927,0.001927,0,0.0625,0.634433,0.67095,0.125,0.176471,0.335258,0,0,0.182143,0.552917,0.745791,0.556785,0.204636,Interactive
hsa:3360,D00726,0.005168,0,0,0,0.002584,0.005168,0.01292,0,0.007752,0,0.002584,0,0.125,0.580076,0.613592,0.125,0.235294,0.308815,0,0,0.485714,0.456628,0,0.449553,0.296397,Interactive
hsa:1241,D00411,0.008547,0,0,0,0.002849,0,0.025641,0,0,0.002849,0,0,0.375,0.58243,0.530829,0.25,0.117647,0.217629,0,0.25,0.296825,0.795336,0.881884,0.792829,0.318421,Interactive
hsa:148,D02234,0.002151,0.002151,0,0,0.002151,0.002151,0.015054,0.006452,0.002151,0.002151,0.002151,0,0,0.59836,0.66719,0,0.058824,0.168997,0,0,0,0.626763,0.640982,0.598211,0.109574,Interactive
hsa:552,D00270,0.002398,0.002398,0.004796,0.002398,0.002398,0,0.014388,0,0.007194,0,0,0,0,0.580076,0.613592,0,0.058824,0.168997,0,0,0.21118,0.583729,0,0.572447,0.222951,NonInteractive
hsa:3274,D00609,0.010101,0,0,0,0,0.007576,0.017677,0.002525,0.005051,0,0.005051,0,0.25,0.655386,0.392985,0.375,0.117647,0.244073,0,0,0.195853,0.685024,0.749822,0.676429,0.538856,NonInteractive
hsa:3274,D00775,0.010101,0,0,0,0,0.007576,0.017677,0.002525,0.005051,0,0.005051,0,0.0625,0.477209,0.732816,0,0.117647,0.244073,0,0.25,0.151786,0.449174,0.810596,0.452078,0.190077,NonInteractive
hsa:1131,D00996,0.001698,0.001698,0,0,0.001698,0,0.005093,0,0,0,0,0,0.1875,0.534572,0.838335,0,0.294118,0.453495,0,0,0.28022,0.307127,0,0.307471,0.091922,NonInteractive
hsa:5733,D00613,0.005141,0.002571,0.002571,0,0.002571,0,0.010283,0.005141,0.002571,0,0.005141,0,0.1875,0.580076,0.613592,0,0.294118,0.587842,0,0,0.052795,0.599181,0.619369,0.582127,0.1045,NonInteractive
hsa:554,D02070,0.002703,0,0.002703,0,0.002703,0.002703,0.016216,0.005405,0.005405,0.002703,0.002703,0,0.1875,0.511667,0.556108,0.125,0.058824,0.197872,0,0,0.21118,0.603721,0.852335,0.614672,0.118617,NonInteractive
hsa:140,D00965,0.006309,0,0,0,0.006309,0.006309,0.012618,0,0.003155,0,0.006309,0,0.25,0.986948,0.598558,0.125,0.058824,0.268693,0,0,0.158385,0.650773,0.855642,0.65637,0.320285,NonInteractive
hsa:6755,D01358,0.002755,0,0,0,0,0.008264,0.030303,0,0.002755,0,0,0,0,0.564131,0.602435,0,0.058824,0.074772,0,0,0,0.623031,0.650476,0.594978,0.232888,NonInteractive
hsa:552,D01118,0.002398,0.002398,0.004796,0.002398,0.002398,0,0.014388,0,0.007194,0,0,0,0,0.487856,0.637603,0,0.058824,0.121884,0,0,0.252976,0.601619,0,0.589626,0.230599,NonInteractive
hsa:1132,D00673,0.002092,0,0,0,0,0,0.008368,0,0,0,0.002092,0,0.1875,0.555874,0.593262,0.25,0.176471,0.22766,0,0,0.578231,0.388951,0.78103,0.367472,0.399318,NonInteractive
hsa:11255,D01994,0.006757,0,0,0,0,0,0.013514,0.002252,0.009009,0,0,0,0.1875,0.580076,0.613592,0.125,0.235294,0.21459,0,0,0.313364,0.616281,0,0.611251,0.307315,NonInteractive
hsa:5030,D01269,0.005495,0.005495,0.005495,0,0.002747,0.010989,0.019231,0,0.002747,0,0.002747,0,0.125,0.440273,0.589359,0,0.058824,0.121884,0,0,0.156682,0.698333,0,0.698195,0.237856,NonInteractive
hsa:4985,D02588,0.002695,0,0,0,0.002695,0,0.013477,0.002695,0.002695,0,0,0,0.25,0.430484,0.67039,0.625,0.294118,0.58541,0,0,0.32381,0.637925,0.850647,0.625089,0.609198,NonInteractive
hsa:6010,D00318,0.005764,0,0,0,0.002882,0,0.008646,0,0.002882,0,0,0,0.125,0.640317,0.696251,0.25,0.470588,0.438602,0,0,0.425,0.400824,0.78103,0.401499,0.629635,NonInteractive
hsa:3357,D01713,0,0,0,0.002083,0.010417,0,0.010417,0,0,0.002083,0.002083,0,0,0.570427,0.68367,0,0.117647,0.222796,0,0,0,0.629285,0.839979,0.596803,0.311939,NonInteractive
hsa:2913,D00113,0.002278,0.003417,0.001139,0,0.002278,0.003417,0.005695,0.002278,0.001139,0.001139,0.002278,0,0.1875,0.439462,0.624222,0.125,0.117647,0.091185,0,0,0.263975,0.56689,0.830296,0.562059,0.112121,NonInteractive
hsa:1128,D00422,0,0.002179,0.002179,0,0.002179,0,0.010893,0.002179,0,0,0,0,0.1875,0.555874,0.593262,0.25,0.176471,0.22766,0,0,0.578231,0.388951,0.78103,0.367472,0.399318,NonInteractive
hsa:5739,D02349,0,0.002597,0,0,0.002597,0.007792,0.005195,0,0,0.002597,0,0,0.3125,0.533677,0.536004,0.25,0.176471,0.199696,0,0,0.437143,0.571715,0,0.582646,0.092087,NonInteractive
hsa:6753,D02566,0.004796,0.004796,0,0,0.002398,0.004796,0.014388,0,0.002398,0,0.004796,0,0,0.596419,0.704999,0,0.058824,0.195441,0,0,0.202381,0.702875,0,0.710474,0.092615,NonInteractive
hsa:5733,D00270,0.005141,0.002571,0.002571,0,0.002571,0,0.010283,0.005141,0.002571,0,0.005141,0,0,0.580076,0.613592,0,0.058824,0.168997,0,0,0.21118,0.583729,0,0.572447,0.222951,NonInteractive
hsa:1909,D00432,0.003155,0,0,0.003155,0.003155,0.009464,0.003155,0.006309,0.003155,0,0.003155,0,0.25,0.481963,0.709952,0,0.294118,0.355319,0,0,0.31677,0.539221,0,0.545353,0.097738,NonInteractive
hsa:1814,D03642,0.010025,0,0,0,0,0,0.015038,0.002506,0.002506,0,0.005013,0.333333,0.25,0.580076,0.613592,0.125,0.117647,0.455927,0,0,0.354167,0.514298,0,0.523243,0.101555,NonInteractive
hsa:1241,D01462,0.008547,0,0,0,0.002849,0,0.025641,0,0,0.002849,0,0,0.0625,0.514737,0.587429,0.125,0.176471,0.310334,0,0.5,0.216837,0.70089,0.817531,0.688781,0.433201,NonInteractive
hsa:2914,D02066,0,0.003293,0,0.002195,0.005488,0.002195,0.005488,0.003293,0.001098,0.001098,0.003293,0,0.1875,0.558204,0.790941,0,0.294118,0.453495,0,0,0.32381,0.34345,0,0.342184,0.097785,NonInteractive
hsa:10161,D00540,0.002915,0,0,0,0,0,0.011662,0.002915,0,0.005831,0.005831,0,0.1875,0.512764,0.561815,0.125,0.058824,0.197872,0,0,0.242857,0.636102,0.866544,0.637693,0.115336,NonInteractive
hsa:5724,D01022,0,0,0,0,0.002933,0.005865,0.014663,0.002933,0,0,0.005865,0,0.0625,0.634433,0.67095,0.125,0.176471,0.335258,0,0,0.182143,0.552917,0.745791,0.556785,0.204636,NonInteractive
hsa:135,D02007,0.004866,0.002433,0.002433,0,0.002433,0.004866,0.024331,0,0.007299,0.002433,0.007299,0,0.25,0.46411,0.588712,0.625,0.294118,0.58541,0,0,0.346939,0.615305,0.903376,0.595411,0.608146,NonInteractive
hsa:5739,D00281,0,0.002597,0,0,0.002597,0.007792,0.005195,0,0,0.002597,0,0,0,0.580076,0.613592,0,0.117647,0.317021,0,0,0.080952,0.379507,0.745791,0.37341,0.309316,NonInteractive
hsa:4988,D00465,0.002506,0,0.002506,0,0,0.002506,0.007519,0.007519,0.002506,0.002506,0,0,0.1875,0.542888,0.586987,0.125,0.117647,0.197872,0,0,0.359788,0.585418,0,0.581597,0.109074,NonInteractive
hsa:8843,D03642,0.002591,0,0,0,0.005181,0.007772,0.007772,0,0,0,0.005181,0.333333,0.25,0.580076,0.613592,0.125,0.117647,0.455927,0,0,0.354167,0.514298,0,0.523243,0.101555,NonInteractive
hsa:2912,D04716,0.002296,0.002296,0.003444,0.001148,0.003444,0.004592,0.008037,0.002296,0.001148,0.001148,0.001148,0,0.125,0.544723,0.536064,0.125,0,0.168997,0,0,0.404762,0.647432,0,0.627487,0.100933,NonInteractive
hsa:3355,D00465,0.008219,0.00274,0,0,0.00274,0,0.008219,0.00274,0.00274,0,0.00274,0,0.1875,0.542888,0.586987,0.125,0.117647,0.197872,0,0,0.359788,0.585418,0,0.581597,0.109074,NonInteractive
hsa:2913,D00380,0.002278,0.003417,0.001139,0,0.002278,0.003417,0.005695,0.002278,0.001139,0.001139,0.002278,0,0.1875,0.165134,0.508832,0,0.117647,0.338906,0,0,0.472222,0.412492,0,0.418801,0.199733,NonInteractive
hsa:3362,D00838,0.004556,0,0.002278,0,0.004556,0.004556,0.01139,0.002278,0,0,0,0,0.0625,0.516497,0.833219,0,0.235294,0.334043,0,0,0,0.604291,0,0.602599,0.087698,NonInteractive
hsa:1133,D02578,0.001883,0.003766,0,0,0.003766,0.001883,0.007533,0,0.001883,0,0.001883,0,0.125,0.568852,0.578555,0.125,0.058824,0.280851,0,0,0.319549,0.460995,0,0.452095,0.098704,NonInteractive
hsa:3363,D00525,0.002252,0,0,0.002252,0.006757,0.004505,0.002252,0.002252,0.002252,0.002252,0,0,0.125,0.521201,0.392498,0.25,0,0.168997,0,0,0.227679,0.437751,0.876532,0.424128,0.21088,NonInteractive
hsa:5732,D00136,0.002801,0.002801,0.002801,0.002801,0,0.002801,0.019608,0.002801,0,0,0,0,0.125,0.580076,0.613592,0,0.117647,0.27386,0,0,0.260204,0.597114,0,0.605736,0.116942,NonInteractive
hsa:6753,D00371,0.004796,0.004796,0,0,0.002398,0.004796,0.014388,0,0.002398,0,0.004796,0,0.125,1,0.186961,0.25,0.058824,0.294529,0,0.25,0,0.478253,0.789848,0.48173,0.425241,NonInteractive
hsa:4543,D01782,0.008596,0,0,0,0.002865,0.002865,0.020057,0.005731,0.002865,0,0.002865,0,0,0.47207,0.604612,0.125,0.058824,0.168997,0,0,0.21118,0.505958,0.745791,0.489307,0.218896,NonInteractive
hsa:222545,D00675,0.006486,0.001081,0.001081,0.001081,0.005405,0.002162,0.004324,0.004324,0,0,0,0,0,0.552718,0.499161,0.125,0.117647,0.281763,0,0.25,0.275974,0.531216,0.866544,0.512104,0.526651,NonInteractive
hsa:2912,D04034,0.002296,0.002296,0.003444,0.001148,0.003444,0.004592,0.008037,0.002296,0.001148,0.001148,0.001148,0.333333,0.25,0.537517,0.843566,0.125,0.176471,0.677812,0,0,0.186813,0.608257,0,0.590681,0,NonInteractive
hsa:1816,D00632,0.010504,0.002101,0.002101,0,0,0.002101,0.004202,0,0.002101,0,0,0,0.1875,0.572627,0.796086,0,0.294118,0.587842,0,0,0.369565,0.457343,0,0.459174,0.101814,NonInteractive
hsa:9283,D00397,0.002083,0.002083,0.002083,0,0.004167,0.004167,0.004167,0.002083,0,0,0.002083,0,0.125,0.577237,0.579571,0.375,0.058824,0.091185,0,0,0.386364,0.484763,0,0.468723,0.215522,NonInteractive
hsa:57105,D02342,0.005797,0,0,0,0.002899,0.005797,0.008696,0.002899,0,0.002899,0.002899,0,0.25,0.520883,0.463342,0,0.176471,0.172644,0,0,0.63354,0.388058,0,0.372611,0.097559,NonInteractive
hsa:1234,D02278,0.008547,0,0,0,0.008547,0,0.005698,0,0,0,0.005698,0.333333,0.125,0.59863,0.805802,0.125,0.411765,0.273556,0,0,0.674603,0.005797,0,0,0.165245,NonInteractive
hsa:5732,D02354,0.002801,0.002801,0.002801,0.002801,0,0.002801,0.019608,0.002801,0,0,0,0,0,0.571418,0.667888,0,0.117647,0.074772,0,0,0.242857,0.652511,0,0.64354,0.347816,NonInteractive
hsa:1268,D01713,0.004246,0.004246,0.002123,0,0,0.006369,0.016985,0,0.002123,0.002123,0.006369,0,0,0.570427,0.68367,0,0.117647,0.222796,0,0,0,0.629285,0.839979,0.596803,0.311939,NonInteractive
hsa:2917,D02566,0.002188,0.004376,0,0,0.003282,0,0.00547,0.004376,0.001094,0.002188,0.003282,0,0,0.596419,0.704999,0,0.058824,0.195441,0,0,0.202381,0.702875,0,0.710474,0.092615,NonInteractive
hsa:2914,D01386,0,0.003293,0,0.002195,0.005488,0.002195,0.005488,0.003293,0.001098,0.001098,0.003293,0,0.0625,0.62758,0.695859,0,0.176471,0.199696,0,0,0.303571,0.252354,0,0.249474,0.091154,NonInteractive
hsa:3362,D00560,0.004556,0,0.002278,0,0.004556,0.004556,0.01139,0.002278,0,0,0,0,0.0625,0.570797,0.625864,0,0.117647,0.105167,0,0.25,0.223684,0.728591,0.838104,0.718774,0.343294,NonInteractive
hsa:135,D00225,0.004866,0.002433,0.002433,0,0.002433,0.004866,0.024331,0,0.007299,0.002433,0.007299,0,0,0.580076,0.613592,0.25,0,0.168997,0,0,0.048571,0.649189,0.836199,0.618994,0.43607,NonInteractive
hsa:9283,D00837,0.002083,0.002083,0.002083,0,0.004167,0.004167,0.004167,0.002083,0,0,0.002083,0,0.125,0.544206,0.772469,0,0.176471,0.364742,0,0,0.086735,0.780644,0,0.797489,0.120603,NonInteractive
hsa:2915,D02349,0.000848,0.000848,0,0.001696,0.005089,0.002545,0.001696,0.003393,0.001696,0.000848,0.001696,0,0.3125,0.533677,0.536004,0.25,0.176471,0.199696,0,0,0.437143,0.571715,0,0.582646,0.092087,NonInteractive
hsa:140,D01454,0.006309,0,0,0,0.006309,0.006309,0.012618,0,0.003155,0,0.006309,0,0.125,0.580076,0.613592,0,0.176471,0.172644,0,0,0.404762,0.389715,0,0.402485,0.097675,NonInteractive
hsa:2550,D01024,0.003125,0.003125,0,0,0.005208,0.003125,0.00625,0.001042,0,0,0.002083,0,0.3125,0.660537,0.514279,0,0.235294,0.230091,0,0,0.460591,0.585754,0,0.58777,0.182957,NonInteractive
hsa:1131,D01022,0.001698,0.001698,0,0,0.001698,0,0.005093,0,0,0,0,0,0.0625,0.634433,0.67095,0.125,0.176471,0.335258,0,0,0.182143,0.552917,0.745791,0.556785,0.204636,NonInteractive
hsa:1816,D01891,0.010504,0.002101,0.002101,0,0,0.002101,0.004202,0,0.002101,0,0,0,0.375,0.582761,0.618748,0.125,0.117647,0.168997,0,0,0.445238,0.553515,0.832296,0.539654,0,NonInteractive
